year,name,value,lastValue
2007.02,Smooth,58,58
2007.02,Higher,57,57
2007.02,The Way You Love Me,53,53
2007.02,Kryptonite,53,53
2007.02,Amazed,53,53
2007.02,Hanging By A Moment,52,52
2007.02,Unwell,51,51
2007.02,Drops Of Jupiter (Tell Me),51,51
2007.02,What Hurts The Most,51,51
2007.03,You And Me,59,59
2007.03,Smooth,58,58
2007.03,Higher,57,57
2007.03,The Way You Love Me,53,53
2007.03,Kryptonite,53,53
2007.03,Amazed,53,53
2007.03,Hanging By A Moment,52,52
2007.03,Unwell,51,51
2007.03,Drops Of Jupiter (Tell Me),51,51
2007.03,What Hurts The Most,51,51
2007.04,You And Me,59,59
2007.04,Smooth,58,58
2007.04,Higher,57,57
2007.04,The Way You Love Me,53,53
2007.04,Kryptonite,53,53
2007.04,Amazed,53,53
2007.04,Hanging By A Moment,52,52
2007.04,Unwell,51,51
2007.04,Drops Of Jupiter (Tell Me),51,51
2007.04,How To Save A Life,50,50
2007.05,You And Me,59,59
2007.05,Smooth,58,58
2007.05,Higher,57,57
2007.05,How To Save A Life,54,54
2007.05,The Way You Love Me,53,53
2007.05,Kryptonite,53,53
2007.05,Amazed,53,53
2007.05,Hanging By A Moment,52,52
2007.05,Unwell,51,51
2007.05,Drops Of Jupiter (Tell Me),51,51
2007.06,You And Me,59,59
2007.06,Smooth,58,58
2007.06,How To Save A Life,58,58
2007.06,Higher,57,57
2007.06,The Way You Love Me,53,53
2007.06,Kryptonite,53,53
2007.06,Amazed,53,53
2007.06,Hanging By A Moment,52,52
2007.06,Unwell,51,51
2007.06,Drops Of Jupiter (Tell Me),51,51
2007.07,You And Me,59,59
2007.07,Smooth,58,58
2007.07,How To Save A Life,58,58
2007.07,Higher,57,57
2007.07,The Way You Love Me,53,53
2007.07,Kryptonite,53,53
2007.07,Amazed,53,53
2007.07,Hanging By A Moment,52,52
2007.07,Unwell,51,51
2007.07,Drops Of Jupiter (Tell Me),51,51
2007.08,You And Me,59,59
2007.08,Smooth,58,58
2007.08,How To Save A Life,58,58
2007.08,Higher,57,57
2007.08,The Way You Love Me,53,53
2007.08,Kryptonite,53,53
2007.08,Amazed,53,53
2007.08,Hanging By A Moment,52,52
2007.08,Unwell,51,51
2007.08,Drops Of Jupiter (Tell Me),51,51
2007.09,You And Me,59,59
2007.09,Smooth,58,58
2007.09,How To Save A Life,58,58
2007.09,Higher,57,57
2007.09,The Way You Love Me,53,53
2007.09,Kryptonite,53,53
2007.09,Amazed,53,53
2007.09,Hanging By A Moment,52,52
2007.09,Unwell,51,51
2007.09,Before He Cheats,51,51
2007.1,You And Me,59,59
2007.1,Smooth,58,58
2007.1,How To Save A Life,58,58
2007.1,Higher,57,57
2007.1,Before He Cheats,56,56
2007.1,The Way You Love Me,53,53
2007.1,Kryptonite,53,53
2007.1,Amazed,53,53
2007.1,Hanging By A Moment,52,52
2007.1,Unwell,51,51
2007.11,Before He Cheats,60,60
2007.11,You And Me,59,59
2007.11,Smooth,58,58
2007.11,How To Save A Life,58,58
2007.11,Higher,57,57
2007.11,The Way You Love Me,53,53
2007.11,Kryptonite,53,53
2007.11,Amazed,53,53
2007.11,Hanging By A Moment,52,52
2007.11,Unwell,51,51
2007.12,Before He Cheats,64,64
2007.12,You And Me,59,59
2007.12,Smooth,58,58
2007.12,How To Save A Life,58,58
2007.12,Higher,57,57
2007.12,The Way You Love Me,53,53
2007.12,Kryptonite,53,53
2007.12,Amazed,53,53
2007.12,Hanging By A Moment,52,52
2007.12,Unwell,51,51
2008.01,Before He Cheats,64,64
2008.01,You And Me,59,59
2008.01,Smooth,58,58
2008.01,How To Save A Life,58,58
2008.01,Higher,57,57
2008.01,The Way You Love Me,53,53
2008.01,Kryptonite,53,53
2008.01,Amazed,53,53
2008.01,Hanging By A Moment,52,52
2008.01,Unwell,51,51
2008.02,Before He Cheats,64,64
2008.02,You And Me,59,59
2008.02,Smooth,58,58
2008.02,How To Save A Life,58,58
2008.02,Higher,57,57
2008.02,The Way You Love Me,53,53
2008.02,Kryptonite,53,53
2008.02,Amazed,53,53
2008.02,Hanging By A Moment,52,52
2008.02,Unwell,51,51
2008.03,Before He Cheats,64,64
2008.03,You And Me,59,59
2008.03,Smooth,58,58
2008.03,How To Save A Life,58,58
2008.03,Higher,57,57
2008.03,The Way You Love Me,53,53
2008.03,Kryptonite,53,53
2008.03,Amazed,53,53
2008.03,Hanging By A Moment,52,52
2008.03,Unwell,51,51
2008.04,Before He Cheats,64,64
2008.04,You And Me,59,59
2008.04,Smooth,58,58
2008.04,How To Save A Life,58,58
2008.04,Higher,57,57
2008.04,The Way You Love Me,53,53
2008.04,Kryptonite,53,53
2008.04,Amazed,53,53
2008.04,Hanging By A Moment,52,52
2008.04,Unwell,51,51
2008.05,Before He Cheats,64,64
2008.05,You And Me,59,59
2008.05,Smooth,58,58
2008.05,How To Save A Life,58,58
2008.05,Higher,57,57
2008.05,The Way You Love Me,53,53
2008.05,Kryptonite,53,53
2008.05,Amazed,53,53
2008.05,Hanging By A Moment,52,52
2008.05,Unwell,51,51
2008.06,Before He Cheats,64,64
2008.06,You And Me,59,59
2008.06,Smooth,58,58
2008.06,How To Save A Life,58,58
2008.06,Higher,57,57
2008.06,The Way You Love Me,53,53
2008.06,Kryptonite,53,53
2008.06,Amazed,53,53
2008.06,Hanging By A Moment,52,52
2008.06,Unwell,51,51
2008.07,Before He Cheats,64,64
2008.07,You And Me,59,59
2008.07,Smooth,58,58
2008.07,How To Save A Life,58,58
2008.07,Higher,57,57
2008.07,The Way You Love Me,53,53
2008.07,Kryptonite,53,53
2008.07,Amazed,53,53
2008.07,Hanging By A Moment,52,52
2008.07,Unwell,51,51
2008.08,Before He Cheats,64,64
2008.08,You And Me,59,59
2008.08,Smooth,58,58
2008.08,How To Save A Life,58,58
2008.08,Higher,57,57
2008.08,The Way You Love Me,53,53
2008.08,Kryptonite,53,53
2008.08,Amazed,53,53
2008.08,Hanging By A Moment,52,52
2008.08,Unwell,51,51
2008.09,Before He Cheats,64,64
2008.09,You And Me,59,59
2008.09,Smooth,58,58
2008.09,How To Save A Life,58,58
2008.09,Higher,57,57
2008.09,The Way You Love Me,53,53
2008.09,Kryptonite,53,53
2008.09,Amazed,53,53
2008.09,Hanging By A Moment,52,52
2008.09,Unwell,51,51
2008.1,Before He Cheats,64,64
2008.1,You And Me,59,59
2008.1,Smooth,58,58
2008.1,How To Save A Life,58,58
2008.1,Higher,57,57
2008.1,The Way You Love Me,53,53
2008.1,Kryptonite,53,53
2008.1,Amazed,53,53
2008.1,Hanging By A Moment,52,52
2008.1,Unwell,51,51
2008.11,Before He Cheats,64,64
2008.11,You And Me,59,59
2008.11,Smooth,58,58
2008.11,How To Save A Life,58,58
2008.11,Higher,57,57
2008.11,The Way You Love Me,53,53
2008.11,Kryptonite,53,53
2008.11,Amazed,53,53
2008.11,Hanging By A Moment,52,52
2008.11,Unwell,51,51
2008.12,Before He Cheats,64,64
2008.12,You And Me,59,59
2008.12,Smooth,58,58
2008.12,How To Save A Life,58,58
2008.12,Higher,57,57
2008.12,The Way You Love Me,53,53
2008.12,Kryptonite,53,53
2008.12,Amazed,53,53
2008.12,Hanging By A Moment,52,52
2008.12,Unwell,51,51
2009.01,Before He Cheats,64,64
2009.01,You And Me,59,59
2009.01,Smooth,58,58
2009.01,How To Save A Life,58,58
2009.01,Higher,57,57
2009.01,The Way You Love Me,53,53
2009.01,Kryptonite,53,53
2009.01,Amazed,53,53
2009.01,Hanging By A Moment,52,52
2009.01,Unwell,51,51
2009.02,Before He Cheats,64,64
2009.02,You And Me,59,59
2009.02,Smooth,58,58
2009.02,How To Save A Life,58,58
2009.02,Higher,57,57
2009.02,The Way You Love Me,53,53
2009.02,Kryptonite,53,53
2009.02,Amazed,53,53
2009.02,Hanging By A Moment,52,52
2009.02,Unwell,51,51
2009.03,Before He Cheats,64,64
2009.03,You And Me,59,59
2009.03,Smooth,58,58
2009.03,How To Save A Life,58,58
2009.03,Higher,57,57
2009.03,The Way You Love Me,53,53
2009.03,Kryptonite,53,53
2009.03,Amazed,53,53
2009.03,Hanging By A Moment,52,52
2009.03,Unwell,51,51
2009.04,Before He Cheats,64,64
2009.04,You And Me,59,59
2009.04,Smooth,58,58
2009.04,How To Save A Life,58,58
2009.04,Higher,57,57
2009.04,The Way You Love Me,53,53
2009.04,Kryptonite,53,53
2009.04,Amazed,53,53
2009.04,Hanging By A Moment,52,52
2009.04,I'm Yours,49,49
2009.05,Before He Cheats,64,64
2009.05,You And Me,59,59
2009.05,Smooth,58,58
2009.05,How To Save A Life,58,58
2009.05,Higher,57,57
2009.05,The Way You Love Me,53,53
2009.05,Kryptonite,53,53
2009.05,I'm Yours,53,53
2009.05,Amazed,53,53
2009.05,Hanging By A Moment,52,52
2009.06,Before He Cheats,64,64
2009.06,You And Me,59,59
2009.06,Smooth,58,58
2009.06,I'm Yours,58,58
2009.06,How To Save A Life,58,58
2009.06,Higher,57,57
2009.06,The Way You Love Me,53,53
2009.06,Kryptonite,53,53
2009.06,Amazed,53,53
2009.06,Hanging By A Moment,52,52
2009.07,Before He Cheats,64,64
2009.07,I'm Yours,62,62
2009.07,You And Me,59,59
2009.07,Smooth,58,58
2009.07,How To Save A Life,58,58
2009.07,Higher,57,57
2009.07,The Way You Love Me,53,53
2009.07,Kryptonite,53,53
2009.07,Amazed,53,53
2009.07,Hanging By A Moment,52,52
2009.08,I'm Yours,66,66
2009.08,Before He Cheats,64,64
2009.08,You And Me,59,59
2009.08,Smooth,58,58
2009.08,How To Save A Life,58,58
2009.08,Higher,57,57
2009.08,The Way You Love Me,53,53
2009.08,Kryptonite,53,53
2009.08,Amazed,53,53
2009.08,Hanging By A Moment,52,52
2009.09,I'm Yours,71,71
2009.09,Before He Cheats,64,64
2009.09,You And Me,59,59
2009.09,Smooth,58,58
2009.09,How To Save A Life,58,58
2009.09,Higher,57,57
2009.09,The Way You Love Me,53,53
2009.09,Kryptonite,53,53
2009.09,Amazed,53,53
2009.09,Hanging By A Moment,52,52
2009.1,I'm Yours,75,75
2009.1,Before He Cheats,64,64
2009.1,You And Me,59,59
2009.1,Smooth,58,58
2009.1,How To Save A Life,58,58
2009.1,Higher,57,57
2009.1,The Way You Love Me,53,53
2009.1,Kryptonite,53,53
2009.1,Amazed,53,53
2009.1,Hanging By A Moment,52,52
2009.11,I'm Yours,75,75
2009.11,Before He Cheats,64,64
2009.11,You And Me,59,59
2009.11,Smooth,58,58
2009.11,How To Save A Life,58,58
2009.11,Higher,57,57
2009.11,The Way You Love Me,53,53
2009.11,Kryptonite,53,53
2009.11,Amazed,53,53
2009.11,Hanging By A Moment,52,52
2009.12,I'm Yours,75,75
2009.12,Before He Cheats,64,64
2009.12,You And Me,59,59
2009.12,Smooth,58,58
2009.12,How To Save A Life,58,58
2009.12,Higher,57,57
2009.12,The Way You Love Me,53,53
2009.12,Kryptonite,53,53
2009.12,Amazed,53,53
2009.12,Hanging By A Moment,52,52
2010.01,I'm Yours,75,75
2010.01,Before He Cheats,64,64
2010.01,You And Me,59,59
2010.01,Smooth,58,58
2010.01,How To Save A Life,58,58
2010.01,Higher,57,57
2010.01,The Way You Love Me,53,53
2010.01,Kryptonite,53,53
2010.01,Amazed,53,53
2010.01,Hanging By A Moment,52,52
2010.02,I'm Yours,75,75
2010.02,Before He Cheats,64,64
2010.02,Smooth,58,58
2010.02,How To Save A Life,58,58
2010.02,Higher,57,57
2010.02,The Way You Love Me,53,53
2010.02,Kryptonite,53,53
2010.02,Amazed,53,53
2010.02,Use Somebody,52,52
2010.02,You Belong With Me,40,40
2010.03,I'm Yours,75,75
2010.03,Before He Cheats,64,64
2010.03,Smooth,58,58
2010.03,How To Save A Life,58,58
2010.03,Higher,57,57
2010.03,Use Somebody,56,56
2010.03,The Way You Love Me,53,53
2010.03,Kryptonite,53,53
2010.03,Amazed,53,53
2010.03,You Belong With Me,44,44
2010.04,I'm Yours,75,75
2010.04,Before He Cheats,64,64
2010.04,Smooth,58,58
2010.04,How To Save A Life,58,58
2010.04,Higher,57,57
2010.04,Use Somebody,56,56
2010.04,The Way You Love Me,53,53
2010.04,Kryptonite,53,53
2010.04,Amazed,53,53
2010.04,You Belong With Me,48,48
2010.05,I'm Yours,75,75
2010.05,Before He Cheats,64,64
2010.05,Smooth,58,58
2010.05,How To Save A Life,58,58
2010.05,Higher,57,57
2010.05,Use Somebody,56,56
2010.05,The Way You Love Me,53,53
2010.05,Kryptonite,53,53
2010.05,Amazed,53,53
2010.05,I Gotta Feeling,45,45
2010.06,I'm Yours,75,75
2010.06,Before He Cheats,64,64
2010.06,Smooth,58,58
2010.06,How To Save A Life,58,58
2010.06,Higher,57,57
2010.06,Use Somebody,56,56
2010.06,The Way You Love Me,53,53
2010.06,Kryptonite,53,53
2010.06,Amazed,53,53
2010.06,I Gotta Feeling,50,50
2010.07,I'm Yours,75,75
2010.07,Before He Cheats,64,64
2010.07,Smooth,58,58
2010.07,How To Save A Life,58,58
2010.07,Higher,57,57
2010.07,Use Somebody,56,56
2010.07,I Gotta Feeling,54,54
2010.07,The Way You Love Me,53,53
2010.07,Kryptonite,53,53
2010.07,Amazed,53,53
2010.08,I'm Yours,75,75
2010.08,Before He Cheats,64,64
2010.08,Smooth,58,58
2010.08,How To Save A Life,58,58
2010.08,Higher,57,57
2010.08,Use Somebody,56,56
2010.08,I Gotta Feeling,54,54
2010.08,The Way You Love Me,53,53
2010.08,Kryptonite,53,53
2010.08,Amazed,53,53
2010.09,I'm Yours,75,75
2010.09,Before He Cheats,64,64
2010.09,Smooth,58,58
2010.09,How To Save A Life,58,58
2010.09,Higher,57,57
2010.09,Use Somebody,56,56
2010.09,Need You Now,54,54
2010.09,I Gotta Feeling,54,54
2010.09,The Way You Love Me,53,53
2010.09,Kryptonite,53,53
2010.1,I'm Yours,75,75
2010.1,Before He Cheats,64,64
2010.1,Smooth,58,58
2010.1,Need You Now,58,58
2010.1,How To Save A Life,58,58
2010.1,Higher,57,57
2010.1,Use Somebody,56,56
2010.1,I Gotta Feeling,54,54
2010.1,The Way You Love Me,53,53
2010.1,"Hey, Soul Sister",51,51
2010.11,I'm Yours,75,75
2010.11,Before He Cheats,64,64
2010.11,Smooth,58,58
2010.11,Need You Now,58,58
2010.11,How To Save A Life,58,58
2010.11,Higher,57,57
2010.11,Use Somebody,56,56
2010.11,I Gotta Feeling,54,54
2010.11,The Way You Love Me,53,53
2010.11,"Hey, Soul Sister",51,51
2010.12,I'm Yours,75,75
2010.12,Before He Cheats,64,64
2010.12,Smooth,58,58
2010.12,Need You Now,58,58
2010.12,How To Save A Life,58,58
2010.12,Higher,57,57
2010.12,Use Somebody,56,56
2010.12,I Gotta Feeling,54,54
2010.12,The Way You Love Me,53,53
2010.12,I Like It,28,28
2011.01,I'm Yours,75,75
2011.01,Before He Cheats,64,64
2011.01,Smooth,58,58
2011.01,Need You Now,58,58
2011.01,How To Save A Life,58,58
2011.01,Use Somebody,56,56
2011.01,I Gotta Feeling,54,54
2011.01,The Way You Love Me,53,53
2011.01,I Like It,32,32
2011.01,Dynamite,29,29
2011.02,I'm Yours,75,75
2011.02,Before He Cheats,64,64
2011.02,Smooth,58,58
2011.02,How To Save A Life,58,58
2011.02,Use Somebody,56,56
2011.02,I Gotta Feeling,54,54
2011.02,The Way You Love Me,53,53
2011.02,I Like It,37,37
2011.02,Dynamite,34,34
2011.02,Animal,34,34
2011.03,I'm Yours,75,75
2011.03,Before He Cheats,64,64
2011.03,Smooth,58,58
2011.03,How To Save A Life,58,58
2011.03,Use Somebody,56,56
2011.03,I Gotta Feeling,54,54
2011.03,The Way You Love Me,53,53
2011.03,Dynamite,38,38
2011.03,I Like It,37,37
2011.03,DJ Got Us Fallin' In Love,32,32
2011.04,I'm Yours,75,75
2011.04,Before He Cheats,64,64
2011.04,Smooth,58,58
2011.04,How To Save A Life,58,58
2011.04,Use Somebody,56,56
2011.04,I Gotta Feeling,54,54
2011.04,The Way You Love Me,53,53
2011.04,Dynamite,42,42
2011.04,I Like It,37,37
2011.04,Just The Way You Are,35,35
2011.05,I'm Yours,75,75
2011.05,Before He Cheats,64,64
2011.05,Smooth,58,58
2011.05,How To Save A Life,58,58
2011.05,Use Somebody,56,56
2011.05,I Gotta Feeling,54,54
2011.05,The Way You Love Me,53,53
2011.05,Dynamite,47,47
2011.05,Just The Way You Are,40,40
2011.05,F**k You! (Forget You),35,35
2011.06,I'm Yours,75,75
2011.06,Before He Cheats,64,64
2011.06,Smooth,58,58
2011.06,How To Save A Life,58,58
2011.06,Use Somebody,56,56
2011.06,I Gotta Feeling,54,54
2011.06,The Way You Love Me,53,53
2011.06,Dynamite,47,47
2011.06,Just The Way You Are,44,44
2011.06,F**k You! (Forget You),39,39
2011.07,I'm Yours,75,75
2011.07,Before He Cheats,64,64
2011.07,Smooth,58,58
2011.07,How To Save A Life,58,58
2011.07,Use Somebody,56,56
2011.07,I Gotta Feeling,54,54
2011.07,The Way You Love Me,53,53
2011.07,Just The Way You Are,48,48
2011.07,Dynamite,47,47
2011.07,F**k You! (Forget You),43,43
2011.08,I'm Yours,75,75
2011.08,Before He Cheats,64,64
2011.08,Smooth,58,58
2011.08,How To Save A Life,58,58
2011.08,Use Somebody,56,56
2011.08,I Gotta Feeling,54,54
2011.08,The Way You Love Me,53,53
2011.08,Just The Way You Are,48,48
2011.08,F**k You! (Forget You),48,48
2011.08,Dynamite,47,47
2011.09,I'm Yours,75,75
2011.09,Before He Cheats,64,64
2011.09,Smooth,58,58
2011.09,How To Save A Life,58,58
2011.09,Use Somebody,56,56
2011.09,I Gotta Feeling,54,54
2011.09,The Way You Love Me,53,53
2011.09,Just The Way You Are,48,48
2011.09,F**k You! (Forget You),48,48
2011.09,Dynamite,47,47
2011.1,I'm Yours,75,75
2011.1,Before He Cheats,64,64
2011.1,Smooth,58,58
2011.1,How To Save A Life,58,58
2011.1,Use Somebody,56,56
2011.1,I Gotta Feeling,54,54
2011.1,The Way You Love Me,53,53
2011.1,Just The Way You Are,48,48
2011.1,F**k You! (Forget You),48,48
2011.1,Dynamite,47,47
2011.11,I'm Yours,75,75
2011.11,Before He Cheats,64,64
2011.11,Smooth,58,58
2011.11,How To Save A Life,58,58
2011.11,Use Somebody,56,56
2011.11,I Gotta Feeling,54,54
2011.11,The Way You Love Me,53,53
2011.11,Just The Way You Are,48,48
2011.11,If I Die Young,48,48
2011.11,F**k You! (Forget You),48,48
2011.12,I'm Yours,75,75
2011.12,Before He Cheats,64,64
2011.12,Smooth,58,58
2011.12,How To Save A Life,58,58
2011.12,Use Somebody,56,56
2011.12,I Gotta Feeling,54,54
2011.12,The Way You Love Me,53,53
2011.12,If I Die Young,52,52
2011.12,Just The Way You Are,48,48
2011.12,Rolling In The Deep,46,46
2012.01,I'm Yours,75,75
2012.01,Before He Cheats,64,64
2012.01,Smooth,58,58
2012.01,How To Save A Life,58,58
2012.01,Use Somebody,56,56
2012.01,I Gotta Feeling,54,54
2012.01,The Way You Love Me,53,53
2012.01,If I Die Young,52,52
2012.01,Rolling In The Deep,51,51
2012.01,Just The Way You Are,48,48
2012.02,I'm Yours,75,75
2012.02,Before He Cheats,64,64
2012.02,Smooth,58,58
2012.02,How To Save A Life,58,58
2012.02,Use Somebody,56,56
2012.02,Rolling In The Deep,55,55
2012.02,I Gotta Feeling,54,54
2012.02,The Way You Love Me,53,53
2012.02,If I Die Young,52,52
2012.02,Just The Way You Are,48,48
2012.03,I'm Yours,75,75
2012.03,Before He Cheats,64,64
2012.03,Rolling In The Deep,59,59
2012.03,Smooth,58,58
2012.03,How To Save A Life,58,58
2012.03,Use Somebody,56,56
2012.03,I Gotta Feeling,54,54
2012.03,The Way You Love Me,53,53
2012.03,If I Die Young,52,52
2012.03,Party Rock Anthem,48,48
2012.04,I'm Yours,75,75
2012.04,Rolling In The Deep,64,64
2012.04,Before He Cheats,64,64
2012.04,Smooth,58,58
2012.04,How To Save A Life,58,58
2012.04,Use Somebody,56,56
2012.04,I Gotta Feeling,54,54
2012.04,The Way You Love Me,53,53
2012.04,Party Rock Anthem,53,53
2012.04,If I Die Young,52,52
2012.05,I'm Yours,75,75
2012.05,Rolling In The Deep,64,64
2012.05,Before He Cheats,64,64
2012.05,Smooth,58,58
2012.05,How To Save A Life,58,58
2012.05,Party Rock Anthem,57,57
2012.05,Use Somebody,56,56
2012.05,I Gotta Feeling,54,54
2012.05,The Way You Love Me,53,53
2012.05,If I Die Young,52,52
2012.06,I'm Yours,75,75
2012.06,Rolling In The Deep,64,64
2012.06,Before He Cheats,64,64
2012.06,Party Rock Anthem,61,61
2012.06,Smooth,58,58
2012.06,How To Save A Life,58,58
2012.06,Use Somebody,56,56
2012.06,I Gotta Feeling,54,54
2012.06,The Way You Love Me,53,53
2012.06,If I Die Young,52,52
2012.07,I'm Yours,75,75
2012.07,Party Rock Anthem,66,66
2012.07,Rolling In The Deep,64,64
2012.07,Before He Cheats,64,64
2012.07,Smooth,58,58
2012.07,How To Save A Life,58,58
2012.07,Use Somebody,56,56
2012.07,I Gotta Feeling,54,54
2012.07,The Way You Love Me,53,53
2012.07,If I Die Young,52,52
2012.08,I'm Yours,75,75
2012.08,Party Rock Anthem,66,66
2012.08,Rolling In The Deep,64,64
2012.08,Before He Cheats,64,64
2012.08,Smooth,58,58
2012.08,How To Save A Life,58,58
2012.08,Use Somebody,56,56
2012.08,I Gotta Feeling,54,54
2012.08,The Way You Love Me,53,53
2012.08,If I Die Young,52,52
2012.09,I'm Yours,75,75
2012.09,Party Rock Anthem,66,66
2012.09,Rolling In The Deep,64,64
2012.09,Before He Cheats,64,64
2012.09,Smooth,58,58
2012.09,How To Save A Life,58,58
2012.09,Use Somebody,56,56
2012.09,I Gotta Feeling,54,54
2012.09,The Way You Love Me,53,53
2012.09,If I Die Young,52,52
2012.1,I'm Yours,75,75
2012.1,Party Rock Anthem,66,66
2012.1,Rolling In The Deep,64,64
2012.1,Before He Cheats,64,64
2012.1,Smooth,58,58
2012.1,How To Save A Life,58,58
2012.1,Use Somebody,56,56
2012.1,I Gotta Feeling,54,54
2012.1,The Way You Love Me,53,53
2012.1,If I Die Young,52,52
2012.11,I'm Yours,75,75
2012.11,Party Rock Anthem,66,66
2012.11,Rolling In The Deep,64,64
2012.11,Before He Cheats,64,64
2012.11,Smooth,58,58
2012.11,How To Save A Life,58,58
2012.11,Use Somebody,56,56
2012.11,I Gotta Feeling,54,54
2012.11,The Way You Love Me,53,53
2012.11,If I Die Young,52,52
2012.12,I'm Yours,75,75
2012.12,Party Rock Anthem,66,66
2012.12,Rolling In The Deep,64,64
2012.12,Before He Cheats,64,64
2012.12,Smooth,58,58
2012.12,How To Save A Life,58,58
2012.12,Use Somebody,56,56
2012.12,I Gotta Feeling,54,54
2012.12,The Way You Love Me,53,53
2012.12,If I Die Young,52,52
2013.01,I'm Yours,75,75
2013.01,Party Rock Anthem,66,66
2013.01,Rolling In The Deep,64,64
2013.01,Before He Cheats,64,64
2013.01,Smooth,58,58
2013.01,How To Save A Life,58,58
2013.01,Use Somebody,56,56
2013.01,I Gotta Feeling,54,54
2013.01,Lights,53,53
2013.01,Somebody That I Used To Know,51,51
2013.02,I'm Yours,75,75
2013.02,Party Rock Anthem,66,66
2013.02,Rolling In The Deep,64,64
2013.02,Before He Cheats,64,64
2013.02,Smooth,58,58
2013.02,How To Save A Life,58,58
2013.02,Lights,57,57
2013.02,Use Somebody,56,56
2013.02,Somebody That I Used To Know,55,55
2013.02,I Gotta Feeling,54,54
2013.03,I'm Yours,75,75
2013.03,Party Rock Anthem,66,66
2013.03,Rolling In The Deep,64,64
2013.03,Before He Cheats,64,64
2013.03,Somebody That I Used To Know,59,59
2013.03,Smooth,58,58
2013.03,How To Save A Life,58,58
2013.03,Lights,57,57
2013.03,Use Somebody,56,56
2013.03,Some Nights,52,52
2013.04,I'm Yours,75,75
2013.04,Party Rock Anthem,66,66
2013.04,Rolling In The Deep,64,64
2013.04,Before He Cheats,64,64
2013.04,Somebody That I Used To Know,59,59
2013.04,Smooth,58,58
2013.04,How To Save A Life,58,58
2013.04,Lights,57,57
2013.04,Use Somebody,56,56
2013.04,Some Nights,52,52
2013.05,I'm Yours,75,75
2013.05,Party Rock Anthem,66,66
2013.05,Rolling In The Deep,64,64
2013.05,Before He Cheats,64,64
2013.05,Somebody That I Used To Know,59,59
2013.05,Smooth,58,58
2013.05,How To Save A Life,58,58
2013.05,Lights,57,57
2013.05,Use Somebody,56,56
2013.05,Some Nights,52,52
2013.06,I'm Yours,75,75
2013.06,Party Rock Anthem,66,66
2013.06,Rolling In The Deep,64,64
2013.06,Before He Cheats,64,64
2013.06,Somebody That I Used To Know,59,59
2013.06,Smooth,58,58
2013.06,How To Save A Life,58,58
2013.06,Lights,57,57
2013.06,Use Somebody,56,56
2013.06,Ho Hey,50,50
2013.07,I'm Yours,75,75
2013.07,Party Rock Anthem,66,66
2013.07,Rolling In The Deep,64,64
2013.07,Before He Cheats,64,64
2013.07,Somebody That I Used To Know,59,59
2013.07,Smooth,58,58
2013.07,How To Save A Life,58,58
2013.07,Lights,57,57
2013.07,Use Somebody,56,56
2013.07,Ho Hey,55,55
2013.08,I'm Yours,75,75
2013.08,Party Rock Anthem,66,66
2013.08,Rolling In The Deep,64,64
2013.08,Before He Cheats,64,64
2013.08,Somebody That I Used To Know,59,59
2013.08,Ho Hey,59,59
2013.08,Smooth,58,58
2013.08,How To Save A Life,58,58
2013.08,Lights,57,57
2013.08,Use Somebody,56,56
2013.09,I'm Yours,75,75
2013.09,Party Rock Anthem,66,66
2013.09,Rolling In The Deep,64,64
2013.09,Before He Cheats,64,64
2013.09,Somebody That I Used To Know,59,59
2013.09,Ho Hey,59,59
2013.09,Smooth,58,58
2013.09,How To Save A Life,58,58
2013.09,Lights,57,57
2013.09,Use Somebody,56,56
2013.1,I'm Yours,75,75
2013.1,Party Rock Anthem,66,66
2013.1,Rolling In The Deep,64,64
2013.1,Before He Cheats,64,64
2013.1,Somebody That I Used To Know,59,59
2013.1,Ho Hey,59,59
2013.1,Smooth,58,58
2013.1,How To Save A Life,58,58
2013.1,Radioactive,56,56
2013.1,Sail,55,55
2013.11,I'm Yours,75,75
2013.11,Party Rock Anthem,66,66
2013.11,Rolling In The Deep,64,64
2013.11,Before He Cheats,64,64
2013.11,Radioactive,60,60
2013.11,Somebody That I Used To Know,59,59
2013.11,Sail,59,59
2013.11,Ho Hey,59,59
2013.11,Smooth,58,58
2013.11,How To Save A Life,58,58
2013.12,I'm Yours,75,75
2013.12,Party Rock Anthem,66,66
2013.12,Radioactive,65,65
2013.12,Sail,64,64
2013.12,Rolling In The Deep,64,64
2013.12,Before He Cheats,64,64
2013.12,Somebody That I Used To Know,59,59
2013.12,Ho Hey,59,59
2013.12,Smooth,58,58
2013.12,How To Save A Life,58,58
2014.01,I'm Yours,75,75
2014.01,Radioactive,69,69
2014.01,Sail,68,68
2014.01,Party Rock Anthem,66,66
2014.01,Rolling In The Deep,64,64
2014.01,Before He Cheats,64,64
2014.01,Somebody That I Used To Know,59,59
2014.01,Ho Hey,59,59
2014.01,Smooth,58,58
2014.01,How To Save A Life,58,58
2014.02,I'm Yours,75,75
2014.02,Radioactive,73,73
2014.02,Sail,72,72
2014.02,Party Rock Anthem,66,66
2014.02,Rolling In The Deep,64,64
2014.02,Before He Cheats,64,64
2014.02,Somebody That I Used To Know,59,59
2014.02,Ho Hey,59,59
2014.02,Smooth,58,58
2014.02,How To Save A Life,58,58
2014.03,Radioactive,77,77
2014.03,Sail,76,76
2014.03,I'm Yours,75,75
2014.03,Party Rock Anthem,66,66
2014.03,Rolling In The Deep,64,64
2014.03,Before He Cheats,64,64
2014.03,Somebody That I Used To Know,59,59
