year,rank,mean,song,artist,occ
2005,2,2.4038461538461537,Hate It Or Love It,The Game Featuring 50 Cent,7
2005,3,3.4038461538461537,Let Me Love You,Mario,21
2005,4,2.519230769230769,Obsession (No Es Amor),Frankie J Featuring Baby Bash,15
2005,5,1.7884615384615385,Obsession (No Es Amor),Frankie J Featuring Baby Bash,15
2005,6,2.3461538461538463,Let Me Love You,Mario,21
2005,7,2.5,Let Me Love You,Mario,21
2005,8,1.6730769230769231,Let Me Love You,Mario,21
2005,9,2.1538461538461537,Obsession (No Es Amor),Frankie J Featuring Baby Bash,15
2005,10,2.230769230769231,Obsession (No Es Amor),Frankie J Featuring Baby Bash,15
2006,1,4.346153846153846,My Love,Justin Timberlake Featuring T.I.,38
2006,2,1.8269230769230769,I Wanna Love You,Akon Featuring Snoop Dogg,20
2006,3,1.3846153846153846,So Sick,Ne-Yo,14
2006,4,3.196078431372549,My Love,Justin Timberlake Featuring T.I.,38
2006,5,5.384615384615385,My Love,Justin Timberlake Featuring T.I.,38
2006,6,3.480769230769231,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,27
2006,7,2.488888888888889,Sexy Love,Ne-Yo,19
2006,8,4.326530612244898,My Love,Justin Timberlake Featuring T.I.,38
2006,9,3.2325581395348837,Sexy Love,Ne-Yo,19
2006,10,2.1875,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,27
2007,1,2.0384615384615383,Kiss Kiss,Chris Brown Featuring T-Pain,18
2007,2,4.5576923076923075,Runaway Love,Ludacris Featuring Mary J. Blige,51
2007,3,1.9230769230769231,Kiss Kiss,Chris Brown Featuring T-Pain,18
2007,4,2.826923076923077,I Wanna Love You,Akon Featuring Snoop Dogg,20
2007,5,5.365384615384615,Runaway Love,Ludacris Featuring Mary J. Blige,51
2007,6,5.115384615384615,Runaway Love,Ludacris Featuring Mary J. Blige,51
2007,7,4.288461538461538,Runaway Love,Ludacris Featuring Mary J. Blige,51
2007,8,4.903846153846154,My Love,Justin Timberlake Featuring T.I.,38
2007,9,4.980769230769231,Runaway Love,Ludacris Featuring Mary J. Blige,51
2007,10,1.8461538461538463,I Wanna Love You,Akon Featuring Snoop Dogg,20
2008,1,4.076923076923077,Bleeding Love,Leona Lewis,17
2008,2,4.596153846153846,Bleeding Love,Leona Lewis,17
2008,3,5.634615384615385,No Air,Jordin Sparks Duet With Chris Brown,26
2008,4,5.519230769230769,No Air,Jordin Sparks Duet With Chris Brown,26
2008,5,6.634615384615385,Clumsy,Fergie,37
2008,6,6.634615384615385,Clumsy,Fergie,37
2008,7,3.980769230769231,Clumsy,Fergie,37
2008,8,3.0961538461538463,Love Lockdown,Kanye West,24
2008,9,5.596153846153846,Love Lockdown,Kanye West,24
2008,10,3.826923076923077,Love Lockdown,Kanye West,24
2009,1,2.8076923076923075,3,Britney Spears,7
2009,2,4.230769230769231,Bad Romance,Lady Gaga,39
2009,3,3.326923076923077,Bad Romance,Lady Gaga,39
2009,4,3.5961538461538463,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,20
2009,5,4.076923076923077,LoveGame,Lady Gaga,40
2009,6,3.230769230769231,LoveGame,Lady Gaga,40
2009,7,4.519230769230769,LoveGame,Lady Gaga,40
2009,8,4.634615384615385,LoveGame,Lady Gaga,40
2009,9,2.9038461538461537,LoveGame,Lady Gaga,40
2009,10,3.2115384615384617,LoveGame,Lady Gaga,40
2010,1,7.5,Rude Boy,Rihanna,32
2010,2,8.461538461538462,Bad Romance,Lady Gaga,39
2010,3,5.173076923076923,Bad Romance,Lady Gaga,39
2010,4,5.653846153846154,Your Love Is My Drug,Ke$ha,55
2010,5,6.730769230769231,Bad Romance,Lady Gaga,39
2010,6,5.884615384615385,Your Love Is My Drug,Ke$ha,55
2010,7,4.634615384615385,Your Love Is My Drug,Ke$ha,55
2010,8,7.711538461538462,Your Love Is My Drug,Ke$ha,55
2010,9,5.576923076923077,Your Love Is My Drug,Ke$ha,55
2010,10,2.8846153846153846,Rude Boy,Rihanna,32
2011,1,5.403846153846154,We Found Love,Rihanna Featuring Calvin Harris,17
2011,2,4.5576923076923075,F**k You! (Forget You),CeeLo Green,28
2011,3,1.9423076923076923,F**k You! (Forget You),CeeLo Green,28
2011,4,2.730769230769231,F**k You! (Forget You),CeeLo Green,28
2011,5,2.2884615384615383,F**k You! (Forget You),CeeLo Green,28
2011,6,3.5961538461538463,How To Love,Lil Wayne,26
2011,7,2.8846153846153846,F**k You! (Forget You),CeeLo Green,28
2011,8,1.9038461538461537,How To Love,Lil Wayne,26
2011,9,1.5384615384615385,How To Love,Lil Wayne,26
2011,10,2.269230769230769,F**k You! (Forget You),CeeLo Green,28
2012,1,2.2115384615384617,We Found Love,Rihanna Featuring Calvin Harris,17
2012,2,2.3076923076923075,We Found Love,Rihanna Featuring Calvin Harris,17
2012,3,2.5384615384615383,We Found Love,Rihanna Featuring Calvin Harris,17
2012,4,1.1538461538461537,We Found Love,Rihanna Featuring Calvin Harris,17
2012,5,1.3269230769230769,Payphone,Maroon 5 Featuring Wiz Khalifa,6
2012,6,6.653846153846154,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,48
2012,7,4.134615384615385,As Long As You Love Me,Justin Bieber Featuring Big Sean,44
2012,8,4.288461538461538,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,48
2012,9,4.8076923076923075,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,48
2012,10,5.3076923076923075,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,48
2013,1,4.9423076923076925,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,29
2013,2,4.576923076923077,Mirrors,Justin Timberlake,34
2013,3,5.980769230769231,Mirrors,Justin Timberlake,34
2013,4,2.519230769230769,Mirrors,Justin Timberlake,34
2013,5,4.9423076923076925,Mirrors,Justin Timberlake,34
2013,6,5.3076923076923075,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,53
2013,7,6.711538461538462,Mirrors,Justin Timberlake,34
2013,8,4.134615384615385,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,53
2013,9,9.653846153846153,The Way,Ariana Grande Featuring Mac Miller,55
2013,10,7.634615384615385,The Way,Ariana Grande Featuring Mac Miller,55
2014,1,2.1923076923076925,Blank Space,Taylor Swift,15
2014,2,2.0384615384615383,Drunk In Love,Beyonce Featuring Jay Z,21
2014,3,2.519230769230769,Black Widow,Iggy Azalea Featuring Rita Ora,17
2014,4,2.1153846153846154,Black Widow,Iggy Azalea Featuring Rita Ora,17
2014,5,3.0,Drunk In Love,Beyonce Featuring Jay Z,21
2014,6,3.4615384615384617,Black Widow,Iggy Azalea Featuring Rita Ora,17
2014,7,3.75,Love Me Harder,Ariana Grande & The Weeknd,40
2014,8,3.6538461538461537,Drunk In Love,Beyonce Featuring Jay Z,21
2014,9,4.803921568627451,Love Me Harder,Ariana Grande & The Weeknd,40
2014,10,4.196078431372549,Love Me Harder,Ariana Grande & The Weeknd,40
2015,1,4.038461538461538,Can't Feel My Face,The Weeknd,31
2015,2,8.51923076923077,Can't Feel My Face,The Weeknd,31
2015,3,6.538461538461538,Can't Feel My Face,The Weeknd,31
2015,4,6.230769230769231,Can't Feel My Face,The Weeknd,31
2015,5,2.6923076923076925,Blank Space,Taylor Swift,15
2015,6,5.519230769230769,Can't Feel My Face,The Weeknd,31
2015,7,5.769230769230769,Love Me Harder,Ariana Grande & The Weeknd,40
2015,8,3.4423076923076925,Love Me Harder,Ariana Grande & The Weeknd,40
2015,9,3.9423076923076925,Same Old Love,Selena Gomez,28
2015,10,3.3461538461538463,Can't Feel My Face,The Weeknd,31
2016,1,3.490566037735849,Love Yourself,Justin Bieber,9
2016,2,1.9433962264150944,Love Yourself,Justin Bieber,9
2016,3,1.7735849056603774,Love Yourself,Justin Bieber,9
2016,4,2.5849056603773586,Let Me Love You,DJ Snake Featuring Justin Bieber,12
2016,5,1.8867924528301887,Same Old Love,Selena Gomez,28
2016,6,3.207547169811321,Same Old Love,Selena Gomez,28
2016,7,2.875,Same Old Love,Selena Gomez,28
2016,8,3.22,Same Old Love,Selena Gomez,28
2016,9,3.2830188679245285,Send My Love (To Your New Lover),Adele,17
2016,10,5.326530612244898,Send My Love (To Your New Lover),Adele,17
2017,1,6.980769230769231,Shape Of You,Ed Sheeran,26
2017,2,2.1923076923076925,Shape Of You,Ed Sheeran,26
2017,3,0.7692307692307693,Perfect,Ed Sheeran,5
2017,4,2.8846153846153846,Shape Of You,Ed Sheeran,26
2017,5,4.730769230769231,Shape Of You,Ed Sheeran,26
2017,6,1.4615384615384615,Shape Of You,Ed Sheeran,26
2017,7,2.519230769230769,Shape Of You,Ed Sheeran,26
2017,8,2.3076923076923075,Let Me Love You,DJ Snake Featuring Justin Bieber,12
2017,9,4.538461538461538,What Lovers Do,Maroon 5 Featuring SZA,26
2017,10,2.3653846153846154,What Lovers Do,Maroon 5 Featuring SZA,26
2018,1,3.730769230769231,In My Feelings,Drake,9
2018,2,2.2884615384615383,Lucid Dreams,Juice WRLD,9
2018,3,2.269230769230769,Lucid Dreams,Juice WRLD,9
2018,4,1.5769230769230769,Lucid Dreams,Juice WRLD,9
2018,5,1.6538461538461537,Bad At Love,Halsey,10
2018,6,2.75,I Love It,Kanye West & Lil Pump,15
2018,7,2.6153846153846154,I Love It,Kanye West & Lil Pump,15
2018,8,1.5576923076923077,Lucid Dreams,Juice WRLD,9
2018,9,2.269230769230769,I Love It,Kanye West & Lil Pump,15
2018,10,2.9423076923076925,Fake Love,BTS,38
2019,1,1.7307692307692308,Lose You To Love Me,Selena Gomez,48
2019,2,2.4615384615384617,ME!,Taylor Swift Featuring Brendon Urie,8
2019,3,2.173076923076923,ME!,Taylor Swift Featuring Brendon Urie,8
2019,4,1.9230769230769231,"10,000 Hours",Dan + Shay & Justin Bieber,10
2019,5,3.230769230769231,Lose You To Love Me,Selena Gomez,48
2019,6,1.9230769230769231,Lose You To Love Me,Selena Gomez,48
2019,7,1.2307692307692308,"Thank U, Next",Ariana Grande,8
2019,8,2.1538461538461537,Lose You To Love Me,Selena Gomez,48
2019,9,1.8653846153846154,Lose You To Love Me,Selena Gomez,48
2019,10,1.5576923076923077,"10,000 Hours",Dan + Shay & Justin Bieber,10
2020,1,1.3461538461538463,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,25
2020,2,0.9038461538461539,Positions,Ariana Grande,7
2020,3,1.0192307692307692,Positions,Ariana Grande,7
2020,4,1.0576923076923077,Positions,Ariana Grande,7
2020,5,3.1538461538461537,Lose You To Love Me,Selena Gomez,48
2020,6,3.3076923076923075,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,25
2020,7,2.0384615384615383,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,25
2020,8,3.0576923076923075,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,25
2020,9,4.5576923076923075,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,25
2020,10,4.365384615384615,Lose You To Love Me,Selena Gomez,48
2021,1,1.25,Way 2 Sexy,Drake Featuring Future & Young Thug,4
2021,2,1.4230769230769231,my.life,"J. Cole, 21 Savage & Morray",16
2021,3,1.3653846153846154,Positions,Ariana Grande,7
2021,4,1.5,Champagne Poetry,Drake,17
2021,5,1.7115384615384615,Shivers,Ed Sheeran,7
2021,6,1.6730769230769231,Shivers,Ed Sheeran,7
2021,7,1.7058823529411764,Shivers,Ed Sheeran,7
2021,8,1.3846153846153846,Calling My Phone,Lil Tjay Featuring 6LACK,5
2021,9,1.6730769230769231,What You Know Bout Love,Pop Smoke,8
2021,10,1.8461538461538463,Thats What I Want,Lil Nas X,11
