year,rank,mean,song,artist,occ
2005,8,3.269230769230769,Play,David Banner,26
2005,9,3.7115384615384617,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop,19
2005,10,4.269230769230769,Play,David Banner,26
2006,1,4.153846153846154,Laffy Taffy,D4L,29
2006,2,4.0,Temperature,Sean Paul,14
2006,3,3.980769230769231,Temperature,Sean Paul,14
2006,4,3.6470588235294117,Laffy Taffy,D4L,29
2006,5,2.8076923076923075,I'm N Luv (Wit A Stripper),T-Pain Featuring Mike Jones,15
2006,6,4.173076923076923,Laffy Taffy,D4L,29
2006,7,3.2444444444444445,Laffy Taffy,D4L,29
2006,8,3.306122448979592,Gold Digger,Kanye West Featuring Jamie Foxx,20
2006,9,2.7209302325581395,Shake That,Eminem Featuring Nate Dogg,19
2006,10,3.7916666666666665,Laffy Taffy,D4L,29
2007,1,1.7884615384615385,Girlfriend,Avril Lavigne,16
2007,2,1.7115384615384615,Girlfriend,Avril Lavigne,16
2007,3,2.9038461538461537,Girlfriend,Avril Lavigne,16
2007,4,2.730769230769231,Girlfriend,Avril Lavigne,16
2007,5,4.0,Clumsy,Fergie,16
2007,6,2.9615384615384617,Clumsy,Fergie,16
2007,7,3.9615384615384617,Clumsy,Fergie,16
2007,8,3.4615384615384617,Clumsy,Fergie,16
2007,9,3.1153846153846154,Girlfriend,Avril Lavigne,16
2007,10,2.480769230769231,Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,15
2008,1,2.1153846153846154,I Kissed A Girl,Katy Perry,11
2008,2,1.8269230769230769,I Kissed A Girl,Katy Perry,11
2008,3,2.173076923076923,I Kissed A Girl,Katy Perry,11
2008,4,2.3846153846153846,I Kissed A Girl,Katy Perry,11
2008,5,3.1346153846153846,Dangerous,Kardinal Offishall Featuring Akon,36
2008,6,3.6153846153846154,Dangerous,Kardinal Offishall Featuring Akon,36
2008,7,4.0576923076923075,Dangerous,Kardinal Offishall Featuring Akon,36
2008,8,2.5,Dangerous,Kardinal Offishall Featuring Akon,36
2008,9,1.5961538461538463,Dangerous,Kardinal Offishall Featuring Akon,36
2008,10,2.326923076923077,Dangerous,Kardinal Offishall Featuring Akon,36
2009,1,1.6538461538461537,Whatcha Say,Jason Derulo,6
2009,2,1.1923076923076923,Whatcha Say,Jason Derulo,6
2009,3,1.8076923076923077,Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,8
2009,4,3.6153846153846154,Birthday Sex,Jeremih,19
2009,5,1.2115384615384615,Replay,Iyaz,11
2009,6,2.0576923076923075,Birthday Sex,Jeremih,19
2009,7,3.1538461538461537,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,31
2009,8,2.25,Birthday Sex,Jeremih,19
2009,9,4.096153846153846,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,31
2009,10,3.6153846153846154,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,31
2010,1,3.0384615384615383,California Gurls,Katy Perry Featuring Snoop Dogg,12
2010,2,3.326923076923077,California Gurls,Katy Perry Featuring Snoop Dogg,12
2010,3,2.5961538461538463,California Gurls,Katy Perry Featuring Snoop Dogg,12
2010,4,2.519230769230769,California Gurls,Katy Perry Featuring Snoop Dogg,12
2010,5,1.3076923076923077,Sexy Chick,David Guetta Featuring Akon,15
2010,6,3.230769230769231,Sexy Chick,David Guetta Featuring Akon,15
2010,7,2.3076923076923075,Sexy Chick,David Guetta Featuring Akon,15
2010,8,2.25,Bottoms Up,Trey Songz Featuring Nicki Minaj,13
2010,9,1.5769230769230769,Sexy Chick,David Guetta Featuring Akon,15
2010,10,2.9615384615384617,Sexy Chick,David Guetta Featuring Akon,15
2011,1,0.46153846153846156,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,2
2011,2,3.1153846153846154,Sexy And I Know It,LMFAO,19
2011,3,0.8846153846153846,Sexy And I Know It,LMFAO,19
2011,4,2.1153846153846154,Sexy And I Know It,LMFAO,19
2011,5,0.6346153846153846,What's My Name?,Rihanna Featuring Drake,7
2011,6,0.9423076923076923,Sexy And I Know It,LMFAO,19
2011,7,0.75,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,10
2011,8,0.9615384615384616,Bottoms Up,Trey Songz Featuring Nicki Minaj,13
2011,9,1.7692307692307692,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,10
2011,10,1.9807692307692308,Sexy And I Know It,LMFAO,19
2012,1,1.0769230769230769,Sexy And I Know It,LMFAO,19
2012,2,0.9615384615384616,Sexy And I Know It,LMFAO,19
2012,3,0.5576923076923077,Whistle,Flo Rida,9
2012,4,1.0384615384615385,Sexy And I Know It,LMFAO,19
2012,5,0.9807692307692307,Sexy And I Know It,LMFAO,19
2012,6,1.75,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,28
2012,7,1.8461538461538463,Sexy And I Know It,LMFAO,19
2012,8,1.5961538461538463,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,28
2012,9,3.2115384615384617,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,28
2012,10,2.8461538461538463,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,28
2013,1,3.673076923076923,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,11
2013,2,1.4038461538461537,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,11
2013,3,0.6538461538461539,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,9
2013,4,0.5769230769230769,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,11
2013,5,1.75,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,11
2013,6,1.7115384615384615,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,14
2013,7,1.3653846153846154,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,11
2013,8,1.6346153846153846,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,14
2013,9,1.5,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,14
2013,10,1.5,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,14
2014,1,1.3846153846153846,Rude,MAGIC!,9
2014,2,0.6730769230769231,Rude,MAGIC!,9
2014,3,1.1923076923076923,Rude,MAGIC!,9
2014,4,1.0192307692307692,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",4
2014,5,1.2115384615384615,Rude,MAGIC!,9
2014,6,0.9230769230769231,Don't Tell 'Em,Jeremih Featuring YG,11
2014,7,1.2692307692307692,Don't Tell 'Em,Jeremih Featuring YG,11
2014,8,0.7884615384615384,Rude,MAGIC!,9
2014,9,0.803921568627451,Don't Tell 'Em,Jeremih Featuring YG,11
2014,10,0.7254901960784313,Don't Tell 'Em,Jeremih Featuring YG,11
2015,1,2.7115384615384617,Uptown Funk!,Mark Ronson Featuring Bruno Mars,8
2015,2,1.4230769230769231,Uptown Funk!,Mark Ronson Featuring Bruno Mars,8
2015,3,1.8076923076923077,Earned It (Fifty Shades Of Grey),The Weeknd,14
2015,4,1.5,Earned It (Fifty Shades Of Grey),The Weeknd,14
2015,5,1.9807692307692308,Earned It (Fifty Shades Of Grey),The Weeknd,14
2015,6,2.480769230769231,Earned It (Fifty Shades Of Grey),The Weeknd,14
2015,7,2.3653846153846154,Earned It (Fifty Shades Of Grey),The Weeknd,14
2015,8,2.6346153846153846,Earned It (Fifty Shades Of Grey),The Weeknd,14
2015,9,1.8269230769230769,Earned It (Fifty Shades Of Grey),The Weeknd,14
2015,10,1.7115384615384615,Earned It (Fifty Shades Of Grey),The Weeknd,14
2016,1,2.2830188679245285,Black Beatles,Rae Sremmurd Featuring Gucci Mane,9
2016,2,0.5094339622641509,One Dance,Drake Featuring WizKid & Kyla,4
2016,3,0.5660377358490566,One Dance,Drake Featuring WizKid & Kyla,4
2016,4,0.8867924528301887,24K Magic,Bruno Mars,7
2016,5,0.7547169811320755,24K Magic,Bruno Mars,7
2016,6,1.2075471698113207,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,7
2016,7,0.7916666666666666,24K Magic,Bruno Mars,7
2016,8,1.28,Dangerous Woman,Ariana Grande,8
2016,9,0.9245283018867925,Black Beatles,Rae Sremmurd Featuring Gucci Mane,9
2016,10,0.8571428571428571,Dangerous Woman,Ariana Grande,8
2017,1,1.1923076923076923,Black Beatles,Rae Sremmurd Featuring Gucci Mane,9
2017,2,2.7115384615384617,Black Beatles,Rae Sremmurd Featuring Gucci Mane,9
2017,3,1.5192307692307692,Black Beatles,Rae Sremmurd Featuring Gucci Mane,9
2017,4,1.5961538461538463,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,8
2017,5,1.0576923076923077,24K Magic,Bruno Mars,7
2017,6,1.7692307692307692,Tunnel Vision,Kodak Black,11
2017,7,0.6346153846153846,24K Magic,Bruno Mars,7
2017,8,1.4038461538461537,Tunnel Vision,Kodak Black,11
2017,9,0.6346153846153846,Black Beatles,Rae Sremmurd Featuring Gucci Mane,9
2017,10,1.25,Strip That Down,Liam Payne Featuring Quavo,18
2018,1,1.1153846153846154,This Is America,Childish Gambino,4
2018,2,1.1923076923076923,This Is America,Childish Gambino,4
2018,3,0.8653846153846154,Lucid Dreams,Juice WRLD,3
2018,4,1.1346153846153846,Call Out My Name,The Weeknd,7
2018,5,0.9807692307692307,MIA,Bad Bunny Featuring Drake,10
2018,6,0.7307692307692307,Lucid Dreams,Juice WRLD,3
2018,7,0.7307692307692307,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,5
2018,8,0.4230769230769231,Emotionless,Drake,4
2018,9,0.5,Lucid Dreams,Juice WRLD,3
2018,10,0.5,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,5
2019,1,0.23076923076923078,Bad Guy,Billie Eilish,2
2019,2,1.0576923076923077,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,31
2019,3,0.38461538461538464,Please Me,Cardi B & Bruno Mars,3
2019,4,0.25,Please Me,Cardi B & Bruno Mars,3
2019,5,0.9230769230769231,Futsal Shuffle 2020,Lil Uzi Vert,12
2019,6,0.5769230769230769,No Guidance,Chris Brown Featuring Drake,5
2019,7,1.0192307692307692,No Guidance,Chris Brown Featuring Drake,5
2019,8,1.1730769230769231,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,31
2019,9,0.5769230769230769,No Guidance,Chris Brown Featuring Drake,5
2019,10,0.6153846153846154,No Guidance,Chris Brown Featuring Drake,5
2020,1,0.11538461538461539,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,1
2020,2,0.1346153846153846,Come & Go,Juice WRLD x Marshmello,2
2020,3,0.057692307692307696,I Hope,Gabby Barrett Featuring Charlie Puth,1
2020,4,0.057692307692307696,I Hope,Gabby Barrett Featuring Charlie Puth,1
2020,5,0.1346153846153846,I Hope,Gabby Barrett Featuring Charlie Puth,1
2020,6,0.17307692307692307,Baby Pluto,Lil Uzi Vert,2
2020,7,0.07692307692307693,WAP,Cardi B Featuring Megan Thee Stallion,1
2020,8,0.3269230769230769,Lo Mein,Lil Uzi Vert,4
2020,9,0.17307692307692307,Come & Go,Juice WRLD x Marshmello,2
2020,10,0.17307692307692307,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,2
2021,1,0.6153846153846154,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),9
2021,2,2.3461538461538463,Girls Want Girls,Drake Featuring Lil Baby,39
2021,3,1.1730769230769231,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),9
2021,4,0.9615384615384616,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),9
2021,5,1.1923076923076923,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),9
2021,6,1.1153846153846154,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),9
2021,7,0.6470588235294118,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),9
2021,8,0.46153846153846156,Smokin Out The Window,Silk Sonic (Bruno Mars & Anderson .Paak),6
2021,9,0.6346153846153846,Fancy Like,Walker Hayes,6
2021,10,1.5192307692307692,Girls Want Girls,Drake Featuring Lil Baby,39
