year,rank,mean,song,artist,occ
2004,8,1.2884615384615385,Move Ya Body,Nina Sky Featuring Jabba,10
2004,9,1.8076923076923077,Naughty Girl,Beyonce,12
2004,10,1.6346153846153846,You Don't Know My Name,Alicia Keys,13
2005,1,1.4615384615384615,Run It!,Chris Brown,4
2005,2,0.9230769230769231,Run It!,Chris Brown,4
2005,3,1.3076923076923077,Obsession (No Es Amor),Frankie J Featuring Baby Bash,13
2005,4,1.5769230769230769,Obsession (No Es Amor),Frankie J Featuring Baby Bash,13
2005,5,1.0192307692307692,Obsession (No Es Amor),Frankie J Featuring Baby Bash,13
2005,6,1.3846153846153846,Obsession (No Es Amor),Frankie J Featuring Baby Bash,13
2005,7,0.9807692307692307,Like You,Bow Wow Featuring Ciara,8
2005,8,1.5576923076923077,When I'm Gone,Eminem,12
2005,9,1.6923076923076923,Obsession (No Es Amor),Frankie J Featuring Baby Bash,13
2005,10,1.2884615384615385,Obsession (No Es Amor),Frankie J Featuring Baby Bash,13
2006,1,1.5961538461538463,SOS,Rihanna,9
2006,2,1.6346153846153846,Hips Don't Lie,Shakira Featuring Wyclef Jean,6
2006,3,1.0961538461538463,SOS,Rihanna,9
2006,4,1.3725490196078431,Hips Don't Lie,Shakira Featuring Wyclef Jean,6
2006,5,1.6346153846153846,Unwritten,Natasha Bedingfield,10
2006,6,1.7115384615384615,Unwritten,Natasha Bedingfield,10
2006,7,1.3555555555555556,Get Up,Ciara Featuring Chamillionaire,12
2006,8,1.2244897959183674,Unwritten,Natasha Bedingfield,10
2006,9,1.2325581395348837,Unwritten,Natasha Bedingfield,10
2006,10,1.7291666666666667,Unwritten,Natasha Bedingfield,10
2007,1,1.2884615384615385,No One,Alicia Keys,8
2007,2,0.5384615384615384,No One,Alicia Keys,8
2007,3,0.9807692307692307,No One,Alicia Keys,8
2007,4,0.9807692307692307,No One,Alicia Keys,8
2007,5,1.3269230769230769,Bubbly,Colbie Caillat,5
2007,6,1.0576923076923077,Summer Love,Justin Timberlake,9
2007,7,0.6730769230769231,Bubbly,Colbie Caillat,5
2007,8,1.5,Summer Love,Justin Timberlake,9
2007,9,1.4230769230769231,Break It Off,Rihanna & Sean Paul,11
2007,10,1.2884615384615385,Break It Off,Rihanna & Sean Paul,11
2008,1,0.4807692307692308,Touch My Body,Mariah Carey,4
2008,2,2.1346153846153846,No One,Alicia Keys,8
2008,3,2.673076923076923,No Air,Jordin Sparks Duet With Chris Brown,17
2008,4,1.7115384615384615,No Air,Jordin Sparks Duet With Chris Brown,17
2008,5,1.8846153846153846,No Air,Jordin Sparks Duet With Chris Brown,17
2008,6,2.1538461538461537,No Air,Jordin Sparks Duet With Chris Brown,17
2008,7,2.0961538461538463,No Air,Jordin Sparks Duet With Chris Brown,17
2008,8,1.1923076923076923,No One,Alicia Keys,8
2008,9,0.6730769230769231,With You,Chris Brown,6
2008,10,0.7307692307692307,Gotta Be Somebody,Nickelback,11
2009,1,1.0576923076923077,Empire State Of Mind,Jay-Z + Alicia Keys,5
2009,2,1.0,Blame It,Jamie Foxx Featuring T-Pain,12
2009,3,1.8461538461538463,Blame It,Jamie Foxx Featuring T-Pain,12
2009,4,1.7307692307692308,Blame It,Jamie Foxx Featuring T-Pain,12
2009,5,1.9807692307692308,Halo,Beyonce,14
2009,6,1.2692307692307692,Halo,Beyonce,14
2009,7,1.1923076923076923,Blame It,Jamie Foxx Featuring T-Pain,12
2009,8,1.9423076923076923,Halo,Beyonce,14
2009,9,0.9807692307692307,Birthday Sex,Jeremih,8
2009,10,1.8846153846153846,Halo,Beyonce,14
2010,1,2.25,Like A G6,Far*East Movement Featuring Cataracs & Dev,12
2010,2,2.230769230769231,Like A G6,Far*East Movement Featuring Cataracs & Dev,12
2010,3,1.25,Like A G6,Far*East Movement Featuring Cataracs & Dev,12
2010,4,1.0384615384615385,Only Girl (In The World),Rihanna,7
2010,5,0.6923076923076923,Empire State Of Mind,Jay-Z + Alicia Keys,5
2010,6,1.5576923076923077,Like A G6,Far*East Movement Featuring Cataracs & Dev,12
2010,7,0.8269230769230769,Like A G6,Far*East Movement Featuring Cataracs & Dev,12
2010,8,0.9807692307692307,Not Afraid,Eminem,8
2010,9,1.2307692307692308,Ridin' Solo,Jason Derulo,8
2010,10,2.0576923076923075,Like A G6,Far*East Movement Featuring Cataracs & Dev,12
2011,1,2.4038461538461537,We Found Love,Rihanna Featuring Calvin Harris,6
2011,2,2.5,F**kin' Perfect,P!nk,7
2011,3,1.5576923076923077,She Will,Lil Wayne Featuring Drake,5
2011,4,2.826923076923077,Good Feeling,Flo Rida,29
2011,5,3.0,Good Feeling,Flo Rida,29
2011,6,2.3846153846153846,The Lazy Song,Bruno Mars,8
2011,7,2.480769230769231,Good Feeling,Flo Rida,29
2011,8,4.8076923076923075,Good Feeling,Flo Rida,29
2011,9,3.6346153846153846,You Make Me Feel...,Cobra Starship Featuring Sabi,25
2011,10,2.1153846153846154,You Make Me Feel...,Cobra Starship Featuring Sabi,25
2012,1,2.1923076923076925,Locked Out Of Heaven,Bruno Mars,6
2012,2,1.2692307692307692,Locked Out Of Heaven,Bruno Mars,6
2012,3,2.3461538461538463,Good Feeling,Flo Rida,29
2012,4,1.5769230769230769,Good Feeling,Flo Rida,29
2012,5,2.3653846153846154,Good Feeling,Flo Rida,29
2012,6,1.5576923076923077,Good Feeling,Flo Rida,29
2012,7,1.4230769230769231,Good Feeling,Flo Rida,29
2012,8,0.9807692307692307,Too Close,Alex Clare,6
2012,9,0.9615384615384616,Too Close,Alex Clare,6
2012,10,0.9615384615384616,Too Close,Alex Clare,6
2013,1,1.2884615384615385,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,6
2013,2,0.9230769230769231,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,6
2013,3,1.1346153846153846,Counting Stars,OneRepublic,7
2013,4,1.2307692307692308,Counting Stars,OneRepublic,7
2013,5,1.5192307692307692,Counting Stars,OneRepublic,7
2013,6,1.8653846153846154,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,15
2013,7,1.5192307692307692,Rap God,Eminem,10
2013,8,2.1923076923076925,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,15
2013,9,3.673076923076923,The Way,Ariana Grande Featuring Mac Miller,19
2013,10,3.5384615384615383,The Way,Ariana Grande Featuring Mac Miller,19
2014,1,3.4615384615384617,Happy,Pharrell Williams,18
2014,2,1.6730769230769231,Happy,Pharrell Williams,18
2014,3,0.6538461538461539,Counting Stars,OneRepublic,7
2014,4,2.5576923076923075,Happy,Pharrell Williams,18
2014,5,1.8461538461538463,Happy,Pharrell Williams,18
2014,6,2.6538461538461537,Happy,Pharrell Williams,18
2014,7,1.4230769230769231,Am I Wrong,Nico & Vinz,14
2014,8,2.5576923076923075,Happy,Pharrell Williams,18
2014,9,1.2352941176470589,Counting Stars,OneRepublic,7
2014,10,2.9411764705882355,Happy,Pharrell Williams,18
2015,1,2.25,Can't Feel My Face,The Weeknd,17
2015,2,2.4423076923076925,Can't Feel My Face,The Weeknd,17
2015,3,1.7692307692307692,Can't Feel My Face,The Weeknd,17
2015,4,1.1346153846153846,Can't Feel My Face,The Weeknd,17
2015,5,1.0192307692307692,The Hills,The Weeknd,7
2015,6,1.5576923076923077,Can't Feel My Face,The Weeknd,17
2015,7,1.1730769230769231,Can't Feel My Face,The Weeknd,17
2015,8,0.5192307692307693,679,Fetty Wap Featuring Remy Boyz,3
2015,9,0.5,Same Old Love,Selena Gomez,3
2015,10,0.75,Can't Feel My Face,The Weeknd,17
2016,1,0.8113207547169812,Can't Stop The Feeling!,Justin Timberlake,26
2016,2,3.169811320754717,Can't Stop The Feeling!,Justin Timberlake,26
2016,3,2.981132075471698,Can't Stop The Feeling!,Justin Timberlake,26
2016,4,1.8867924528301887,Can't Stop The Feeling!,Justin Timberlake,26
2016,5,1.0566037735849056,Can't Stop The Feeling!,Justin Timberlake,26
2016,6,1.2264150943396226,No,Meghan Trainor,12
2016,7,1.6041666666666667,No,Meghan Trainor,12
2016,8,1.2,Dangerous Woman,Ariana Grande,8
2016,9,1.9245283018867925,Can't Stop The Feeling!,Justin Timberlake,26
2016,10,1.1224489795918366,Dangerous Woman,Ariana Grande,8
2017,1,0.019230769230769232,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1
2017,2,0.038461538461538464,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1
2017,3,0.038461538461538464,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1
2017,4,2.0961538461538463,I Feel It Coming,The Weeknd Featuring Daft Punk,62
2017,5,4.0576923076923075,I Feel It Coming,The Weeknd Featuring Daft Punk,62
2017,6,1.0,Feel It Still,Portugal. The Man,11
2017,7,2.326923076923077,I Feel It Coming,The Weeknd Featuring Daft Punk,62
2017,8,1.1153846153846154,Feel It Still,Portugal. The Man,11
2017,9,1.9230769230769231,I Feel It Coming,The Weeknd Featuring Daft Punk,62
2017,10,0.8076923076923077,Feel It Still,Portugal. The Man,11
2018,1,0.7884615384615384,In My Feelings,Drake,3
2018,2,0.5192307692307693,Without Me,Halsey,7
2018,3,1.0192307692307692,Without Me,Halsey,7
2018,4,1.1923076923076923,Thunder,Imagine Dragons,9
2018,5,0.9615384615384616,Thunder,Imagine Dragons,9
2018,6,1.3846153846153846,Thunder,Imagine Dragons,9
2018,7,0.8076923076923077,All The Stars,Kendrick Lamar & SZA,9
2018,8,1.2692307692307692,Stargazing,Travis Scott,7
2018,9,1.0961538461538463,All The Stars,Kendrick Lamar & SZA,9
2018,10,1.2692307692307692,All The Stars,Kendrick Lamar & SZA,9
2019,1,0.4807692307692308,Without Me,Halsey,7
2019,2,1.5961538461538463,I Don't Care,Ed Sheeran & Justin Bieber,7
2019,3,2.076923076923077,Good As Hell,Lizzo,30
2019,4,1.8461538461538463,Good As Hell,Lizzo,30
2019,5,2.019230769230769,Good As Hell,Lizzo,30
2019,6,3.0961538461538463,Good As Hell,Lizzo,30
2019,7,1.2115384615384615,I Don't Care,Ed Sheeran & Justin Bieber,7
2019,8,1.5769230769230769,Better,Khalid,19
2019,9,0.8653846153846154,I Don't Care,Ed Sheeran & Justin Bieber,7
2019,10,1.2884615384615385,Good As Hell,Lizzo,30
2020,1,0.4807692307692308,Blinding Lights,The Weeknd,4
2020,2,0.5961538461538461,Blinding Lights,The Weeknd,4
2020,3,1.1923076923076923,I Hope,Gabby Barrett Featuring Charlie Puth,5
2020,4,1.3846153846153846,I Hope,Gabby Barrett Featuring Charlie Puth,5
2020,5,1.4615384615384615,Wishing Well,Juice WRLD,7
2020,6,1.2884615384615385,Good As Hell,Lizzo,30
2020,7,1.0,Blinding Lights,The Weeknd,4
2020,8,1.6538461538461537,Good As Hell,Lizzo,30
2020,9,0.9230769230769231,Life's A Mess,Juice WRLD X Halsey,5
2020,10,1.6923076923076923,Good As Hell,Lizzo,30
2021,1,1.3653846153846154,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),6
2021,2,1.4230769230769231,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),6
2021,3,1.7692307692307692,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),6
2021,4,1.4615384615384615,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),6
2021,5,1.1730769230769231,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),6
2021,6,1.7307692307692308,One Right Now,Post Malone & The Weeknd,6
2021,7,1.0980392156862746,I Hate U,SZA,9
2021,8,1.5384615384615385,Levitating,Dua Lipa,5
2021,9,0.9423076923076923,Levitating,Dua Lipa,5
2021,10,1.3653846153846154,Levitating,Dua Lipa,5
