year,name,value,lastValue
2008.1,THE WAY YOU LOVE ME - Faith Hill,53,53
2008.1,KRYPTONITE - 3 Doors Down,53,53
2008.1,BREATHE - Faith Hill,53,53
2008.1,AMAZED - Lonestar,53,53
2008.1,HANGING BY A MOMENT - Lifehouse,52,52
2008.11,BEFORE HE CHEATS - Carrie Underwood,64,64
2008.11,YOU AND ME - Lifehouse,59,59
2008.11,SMOOTH - Santana Featuring Rob Thomas,58,58
2008.11,HOW TO SAVE A LIFE - The Fray,58,58
2008.11,HIGHER - Creed,57,57
2008.11,THE WAY YOU LOVE ME - Faith Hill,53,53
2008.11,KRYPTONITE - 3 Doors Down,53,53
2008.11,BREATHE - Faith Hill,53,53
2008.11,AMAZED - Lonestar,53,53
2008.11,HANGING BY A MOMENT - Lifehouse,52,52
2008.12,BEFORE HE CHEATS - Carrie Underwood,64,64
2008.12,YOU AND ME - Lifehouse,59,59
2008.12,SMOOTH - Santana Featuring Rob Thomas,58,58
2008.12,HOW TO SAVE A LIFE - The Fray,58,58
2008.12,HIGHER - Creed,57,57
2008.12,THE WAY YOU LOVE ME - Faith Hill,53,53
2008.12,KRYPTONITE - 3 Doors Down,53,53
2008.12,BREATHE - Faith Hill,53,53
2008.12,AMAZED - Lonestar,53,53
2008.12,HANGING BY A MOMENT - Lifehouse,52,52
2009.01,BEFORE HE CHEATS - Carrie Underwood,64,64
2009.01,YOU AND ME - Lifehouse,59,59
2009.01,SMOOTH - Santana Featuring Rob Thomas,58,58
2009.01,HOW TO SAVE A LIFE - The Fray,58,58
2009.01,HIGHER - Creed,57,57
2009.01,THE WAY YOU LOVE ME - Faith Hill,53,53
2009.01,KRYPTONITE - 3 Doors Down,53,53
2009.01,BREATHE - Faith Hill,53,53
2009.01,AMAZED - Lonestar,53,53
2009.01,HANGING BY A MOMENT - Lifehouse,52,52
2009.02,BEFORE HE CHEATS - Carrie Underwood,64,64
2009.02,YOU AND ME - Lifehouse,59,59
2009.02,SMOOTH - Santana Featuring Rob Thomas,58,58
2009.02,HOW TO SAVE A LIFE - The Fray,58,58
2009.02,HIGHER - Creed,57,57
2009.02,THE WAY YOU LOVE ME - Faith Hill,53,53
2009.02,KRYPTONITE - 3 Doors Down,53,53
2009.02,BREATHE - Faith Hill,53,53
2009.02,AMAZED - Lonestar,53,53
2009.02,HANGING BY A MOMENT - Lifehouse,52,52
2009.03,BEFORE HE CHEATS - Carrie Underwood,64,64
2009.03,YOU AND ME - Lifehouse,59,59
2009.03,SMOOTH - Santana Featuring Rob Thomas,58,58
2009.03,HOW TO SAVE A LIFE - The Fray,58,58
2009.03,HIGHER - Creed,57,57
2009.03,THE WAY YOU LOVE ME - Faith Hill,53,53
2009.03,KRYPTONITE - 3 Doors Down,53,53
2009.03,BREATHE - Faith Hill,53,53
2009.03,AMAZED - Lonestar,53,53
2009.03,HANGING BY A MOMENT - Lifehouse,52,52
2009.04,BEFORE HE CHEATS - Carrie Underwood,64,64
2009.04,YOU AND ME - Lifehouse,59,59
2009.04,SMOOTH - Santana Featuring Rob Thomas,58,58
2009.04,HOW TO SAVE A LIFE - The Fray,58,58
2009.04,HIGHER - Creed,57,57
2009.04,THE WAY YOU LOVE ME - Faith Hill,53,53
2009.04,KRYPTONITE - 3 Doors Down,53,53
2009.04,BREATHE - Faith Hill,53,53
2009.04,AMAZED - Lonestar,53,53
2009.04,HANGING BY A MOMENT - Lifehouse,52,52
2009.05,BEFORE HE CHEATS - Carrie Underwood,64,64
2009.05,YOU AND ME - Lifehouse,59,59
2009.05,SMOOTH - Santana Featuring Rob Thomas,58,58
2009.05,HOW TO SAVE A LIFE - The Fray,58,58
2009.05,HIGHER - Creed,57,57
2009.05,THE WAY YOU LOVE ME - Faith Hill,53,53
2009.05,KRYPTONITE - 3 Doors Down,53,53
2009.05,I'M YOURS - Jason Mraz,53,53
2009.05,BREATHE - Faith Hill,53,53
2009.05,AMAZED - Lonestar,53,53
2009.06,BEFORE HE CHEATS - Carrie Underwood,64,64
2009.06,YOU AND ME - Lifehouse,59,59
2009.06,SMOOTH - Santana Featuring Rob Thomas,58,58
2009.06,I'M YOURS - Jason Mraz,58,58
2009.06,HOW TO SAVE A LIFE - The Fray,58,58
2009.06,HIGHER - Creed,57,57
2009.06,THE WAY YOU LOVE ME - Faith Hill,53,53
2009.06,KRYPTONITE - 3 Doors Down,53,53
2009.06,BREATHE - Faith Hill,53,53
2009.06,AMAZED - Lonestar,53,53
2009.07,BEFORE HE CHEATS - Carrie Underwood,64,64
2009.07,I'M YOURS - Jason Mraz,62,62
2009.07,YOU AND ME - Lifehouse,59,59
2009.07,SMOOTH - Santana Featuring Rob Thomas,58,58
2009.07,HOW TO SAVE A LIFE - The Fray,58,58
2009.07,HIGHER - Creed,57,57
2009.07,THE WAY YOU LOVE ME - Faith Hill,53,53
2009.07,KRYPTONITE - 3 Doors Down,53,53
2009.07,BREATHE - Faith Hill,53,53
2009.07,AMAZED - Lonestar,53,53
2009.08,I'M YOURS - Jason Mraz,66,66
2009.08,BEFORE HE CHEATS - Carrie Underwood,64,64
2009.08,YOU AND ME - Lifehouse,59,59
2009.08,SMOOTH - Santana Featuring Rob Thomas,58,58
2009.08,HOW TO SAVE A LIFE - The Fray,58,58
2009.08,HIGHER - Creed,57,57
2009.08,THE WAY YOU LOVE ME - Faith Hill,53,53
2009.08,KRYPTONITE - 3 Doors Down,53,53
2009.08,BREATHE - Faith Hill,53,53
2009.08,AMAZED - Lonestar,53,53
2009.09,I'M YOURS - Jason Mraz,71,71
2009.09,BEFORE HE CHEATS - Carrie Underwood,64,64
2009.09,YOU AND ME - Lifehouse,59,59
2009.09,SMOOTH - Santana Featuring Rob Thomas,58,58
2009.09,HOW TO SAVE A LIFE - The Fray,58,58
2009.09,HIGHER - Creed,57,57
2009.09,THE WAY YOU LOVE ME - Faith Hill,53,53
2009.09,KRYPTONITE - 3 Doors Down,53,53
2009.09,BREATHE - Faith Hill,53,53
2009.09,AMAZED - Lonestar,53,53
2009.1,I'M YOURS - Jason Mraz,75,75
2009.1,BEFORE HE CHEATS - Carrie Underwood,64,64
2009.1,YOU AND ME - Lifehouse,59,59
2009.1,SMOOTH - Santana Featuring Rob Thomas,58,58
2009.1,HOW TO SAVE A LIFE - The Fray,58,58
2009.1,HIGHER - Creed,57,57
2009.1,THE WAY YOU LOVE ME - Faith Hill,53,53
2009.1,KRYPTONITE - 3 Doors Down,53,53
2009.1,BREATHE - Faith Hill,53,53
2009.1,AMAZED - Lonestar,53,53
2009.11,I'M YOURS - Jason Mraz,75,75
2009.11,BEFORE HE CHEATS - Carrie Underwood,64,64
2009.11,YOU AND ME - Lifehouse,59,59
2009.11,SMOOTH - Santana Featuring Rob Thomas,58,58
2009.11,HOW TO SAVE A LIFE - The Fray,58,58
2009.11,HIGHER - Creed,57,57
2009.11,THE WAY YOU LOVE ME - Faith Hill,53,53
2009.11,KRYPTONITE - 3 Doors Down,53,53
2009.11,BREATHE - Faith Hill,53,53
2009.11,AMAZED - Lonestar,53,53
2009.12,I'M YOURS - Jason Mraz,75,75
2009.12,BEFORE HE CHEATS - Carrie Underwood,64,64
2009.12,YOU AND ME - Lifehouse,59,59
2009.12,SMOOTH - Santana Featuring Rob Thomas,58,58
2009.12,HOW TO SAVE A LIFE - The Fray,58,58
2009.12,HIGHER - Creed,57,57
2009.12,THE WAY YOU LOVE ME - Faith Hill,53,53
2009.12,KRYPTONITE - 3 Doors Down,53,53
2009.12,BREATHE - Faith Hill,53,53
2009.12,AMAZED - Lonestar,53,53
2010.01,I'M YOURS - Jason Mraz,75,75
2010.01,BEFORE HE CHEATS - Carrie Underwood,64,64
2010.01,YOU AND ME - Lifehouse,59,59
2010.01,SMOOTH - Santana Featuring Rob Thomas,58,58
2010.01,HOW TO SAVE A LIFE - The Fray,58,58
2010.01,HIGHER - Creed,57,57
2010.01,THE WAY YOU LOVE ME - Faith Hill,53,53
2010.01,KRYPTONITE - 3 Doors Down,53,53
2010.01,BREATHE - Faith Hill,53,53
2010.01,AMAZED - Lonestar,53,53
2010.02,I'M YOURS - Jason Mraz,75,75
2010.02,BEFORE HE CHEATS - Carrie Underwood,64,64
2010.02,YOU AND ME - Lifehouse,59,59
2010.02,SMOOTH - Santana Featuring Rob Thomas,58,58
2010.02,HOW TO SAVE A LIFE - The Fray,58,58
2010.02,HIGHER - Creed,57,57
2010.02,THE WAY YOU LOVE ME - Faith Hill,53,53
2010.02,KRYPTONITE - 3 Doors Down,53,53
2010.02,BREATHE - Faith Hill,53,53
2010.02,USE SOMEBODY - Kings Of Leon,52,52
2010.03,I'M YOURS - Jason Mraz,75,75
2010.03,BEFORE HE CHEATS - Carrie Underwood,64,64
2010.03,YOU AND ME - Lifehouse,59,59
2010.03,SMOOTH - Santana Featuring Rob Thomas,58,58
2010.03,HOW TO SAVE A LIFE - The Fray,58,58
2010.03,HIGHER - Creed,57,57
2010.03,USE SOMEBODY - Kings Of Leon,56,56
2010.03,THE WAY YOU LOVE ME - Faith Hill,53,53
2010.03,KRYPTONITE - 3 Doors Down,53,53
2010.03,BREATHE - Faith Hill,53,53
2010.04,I'M YOURS - Jason Mraz,75,75
2010.04,BEFORE HE CHEATS - Carrie Underwood,64,64
2010.04,YOU AND ME - Lifehouse,59,59
2010.04,SMOOTH - Santana Featuring Rob Thomas,58,58
2010.04,HOW TO SAVE A LIFE - The Fray,58,58
2010.04,HIGHER - Creed,57,57
2010.04,USE SOMEBODY - Kings Of Leon,56,56
2010.04,THE WAY YOU LOVE ME - Faith Hill,53,53
2010.04,KRYPTONITE - 3 Doors Down,53,53
2010.04,BREATHE - Faith Hill,53,53
2010.05,I'M YOURS - Jason Mraz,75,75
2010.05,BEFORE HE CHEATS - Carrie Underwood,64,64
2010.05,YOU AND ME - Lifehouse,59,59
2010.05,SMOOTH - Santana Featuring Rob Thomas,58,58
2010.05,HOW TO SAVE A LIFE - The Fray,58,58
2010.05,HIGHER - Creed,57,57
2010.05,USE SOMEBODY - Kings Of Leon,56,56
2010.05,THE WAY YOU LOVE ME - Faith Hill,53,53
2010.05,KRYPTONITE - 3 Doors Down,53,53
2010.05,BREATHE - Faith Hill,53,53
2010.06,I'M YOURS - Jason Mraz,75,75
2010.06,BEFORE HE CHEATS - Carrie Underwood,64,64
2010.06,YOU AND ME - Lifehouse,59,59
2010.06,SMOOTH - Santana Featuring Rob Thomas,58,58
2010.06,HOW TO SAVE A LIFE - The Fray,58,58
2010.06,HIGHER - Creed,57,57
2010.06,USE SOMEBODY - Kings Of Leon,56,56
2010.06,THE WAY YOU LOVE ME - Faith Hill,53,53
2010.06,KRYPTONITE - 3 Doors Down,53,53
2010.06,BREATHE - Faith Hill,53,53
2010.07,I'M YOURS - Jason Mraz,75,75
2010.07,BEFORE HE CHEATS - Carrie Underwood,64,64
2010.07,YOU AND ME - Lifehouse,59,59
2010.07,SMOOTH - Santana Featuring Rob Thomas,58,58
2010.07,HOW TO SAVE A LIFE - The Fray,58,58
2010.07,HIGHER - Creed,57,57
2010.07,USE SOMEBODY - Kings Of Leon,56,56
2010.07,I GOTTA FEELING - The Black Eyed Peas,54,54
2010.07,THE WAY YOU LOVE ME - Faith Hill,53,53
2010.07,KRYPTONITE - 3 Doors Down,53,53
2010.08,I'M YOURS - Jason Mraz,75,75
2010.08,BEFORE HE CHEATS - Carrie Underwood,64,64
2010.08,YOU AND ME - Lifehouse,59,59
2010.08,SMOOTH - Santana Featuring Rob Thomas,58,58
2010.08,HOW TO SAVE A LIFE - The Fray,58,58
2010.08,HIGHER - Creed,57,57
2010.08,USE SOMEBODY - Kings Of Leon,56,56
2010.08,I GOTTA FEELING - The Black Eyed Peas,54,54
2010.08,THE WAY YOU LOVE ME - Faith Hill,53,53
2010.08,KRYPTONITE - 3 Doors Down,53,53
2010.09,I'M YOURS - Jason Mraz,75,75
2010.09,BEFORE HE CHEATS - Carrie Underwood,64,64
2010.09,YOU AND ME - Lifehouse,59,59
2010.09,SMOOTH - Santana Featuring Rob Thomas,58,58
2010.09,HOW TO SAVE A LIFE - The Fray,58,58
2010.09,HIGHER - Creed,57,57
2010.09,USE SOMEBODY - Kings Of Leon,56,56
2010.09,NEED YOU NOW - Lady Antebellum,54,54
2010.09,I GOTTA FEELING - The Black Eyed Peas,54,54
2010.09,THE WAY YOU LOVE ME - Faith Hill,53,53
2010.1,I'M YOURS - Jason Mraz,75,75
2010.1,BEFORE HE CHEATS - Carrie Underwood,64,64
2010.1,YOU AND ME - Lifehouse,59,59
2010.1,SMOOTH - Santana Featuring Rob Thomas,58,58
2010.1,NEED YOU NOW - Lady Antebellum,58,58
2010.1,HOW TO SAVE A LIFE - The Fray,58,58
2010.1,HIGHER - Creed,57,57
2010.1,USE SOMEBODY - Kings Of Leon,56,56
2010.1,I GOTTA FEELING - The Black Eyed Peas,54,54
2010.1,"HEY, SOUL SISTER - Train",51,51
2010.11,I'M YOURS - Jason Mraz,75,75
2010.11,BEFORE HE CHEATS - Carrie Underwood,64,64
2010.11,YOU AND ME - Lifehouse,59,59
2010.11,SMOOTH - Santana Featuring Rob Thomas,58,58
2010.11,NEED YOU NOW - Lady Antebellum,58,58
2010.11,HOW TO SAVE A LIFE - The Fray,58,58
2010.11,HIGHER - Creed,57,57
2010.11,USE SOMEBODY - Kings Of Leon,56,56
2010.11,I GOTTA FEELING - The Black Eyed Peas,54,54
2010.11,"HEY, SOUL SISTER - Train",51,51
2010.12,I'M YOURS - Jason Mraz,75,75
2010.12,BEFORE HE CHEATS - Carrie Underwood,64,64
2010.12,YOU AND ME - Lifehouse,59,59
2010.12,SMOOTH - Santana Featuring Rob Thomas,58,58
2010.12,NEED YOU NOW - Lady Antebellum,58,58
2010.12,HOW TO SAVE A LIFE - The Fray,58,58
2010.12,HIGHER - Creed,57,57
2010.12,USE SOMEBODY - Kings Of Leon,56,56
2010.12,I GOTTA FEELING - The Black Eyed Peas,54,54
2010.12,"HEY, SOUL SISTER - Train",51,51
2011.01,I'M YOURS - Jason Mraz,75,75
2011.01,BEFORE HE CHEATS - Carrie Underwood,64,64
2011.01,YOU AND ME - Lifehouse,59,59
2011.01,SMOOTH - Santana Featuring Rob Thomas,58,58
2011.01,NEED YOU NOW - Lady Antebellum,58,58
2011.01,HOW TO SAVE A LIFE - The Fray,58,58
2011.01,HIGHER - Creed,57,57
2011.01,USE SOMEBODY - Kings Of Leon,56,56
2011.01,I GOTTA FEELING - The Black Eyed Peas,54,54
2011.01,"HEY, SOUL SISTER - Train",51,51
2011.02,I'M YOURS - Jason Mraz,75,75
2011.02,BEFORE HE CHEATS - Carrie Underwood,64,64
2011.02,YOU AND ME - Lifehouse,59,59
2011.02,SMOOTH - Santana Featuring Rob Thomas,58,58
2011.02,NEED YOU NOW - Lady Antebellum,58,58
2011.02,HOW TO SAVE A LIFE - The Fray,58,58
2011.02,HIGHER - Creed,57,57
2011.02,USE SOMEBODY - Kings Of Leon,56,56
2011.02,I GOTTA FEELING - The Black Eyed Peas,54,54
2011.02,"HEY, SOUL SISTER - Train",51,51
2011.03,I'M YOURS - Jason Mraz,75,75
2011.03,BEFORE HE CHEATS - Carrie Underwood,64,64
2011.03,YOU AND ME - Lifehouse,59,59
2011.03,SMOOTH - Santana Featuring Rob Thomas,58,58
2011.03,NEED YOU NOW - Lady Antebellum,58,58
2011.03,HOW TO SAVE A LIFE - The Fray,58,58
2011.03,HIGHER - Creed,57,57
2011.03,USE SOMEBODY - Kings Of Leon,56,56
2011.03,I GOTTA FEELING - The Black Eyed Peas,54,54
2011.03,"HEY, SOUL SISTER - Train",51,51
2011.04,I'M YOURS - Jason Mraz,75,75
2011.04,BEFORE HE CHEATS - Carrie Underwood,64,64
2011.04,YOU AND ME - Lifehouse,59,59
2011.04,SMOOTH - Santana Featuring Rob Thomas,58,58
2011.04,NEED YOU NOW - Lady Antebellum,58,58
2011.04,HOW TO SAVE A LIFE - The Fray,58,58
2011.04,HIGHER - Creed,57,57
2011.04,USE SOMEBODY - Kings Of Leon,56,56
2011.04,I GOTTA FEELING - The Black Eyed Peas,54,54
2011.04,"HEY, SOUL SISTER - Train",51,51
2011.05,I'M YOURS - Jason Mraz,75,75
2011.05,BEFORE HE CHEATS - Carrie Underwood,64,64
2011.05,YOU AND ME - Lifehouse,59,59
2011.05,SMOOTH - Santana Featuring Rob Thomas,58,58
2011.05,NEED YOU NOW - Lady Antebellum,58,58
2011.05,HOW TO SAVE A LIFE - The Fray,58,58
2011.05,HIGHER - Creed,57,57
2011.05,USE SOMEBODY - Kings Of Leon,56,56
2011.05,I GOTTA FEELING - The Black Eyed Peas,54,54
2011.05,"HEY, SOUL SISTER - Train",51,51
2011.06,I'M YOURS - Jason Mraz,75,75
2011.06,BEFORE HE CHEATS - Carrie Underwood,64,64
2011.06,YOU AND ME - Lifehouse,59,59
2011.06,SMOOTH - Santana Featuring Rob Thomas,58,58
2011.06,NEED YOU NOW - Lady Antebellum,58,58
2011.06,HOW TO SAVE A LIFE - The Fray,58,58
2011.06,HIGHER - Creed,57,57
2011.06,USE SOMEBODY - Kings Of Leon,56,56
2011.06,I GOTTA FEELING - The Black Eyed Peas,54,54
2011.06,"HEY, SOUL SISTER - Train",51,51
2011.07,I'M YOURS - Jason Mraz,75,75
2011.07,BEFORE HE CHEATS - Carrie Underwood,64,64
2011.07,YOU AND ME - Lifehouse,59,59
2011.07,SMOOTH - Santana Featuring Rob Thomas,58,58
2011.07,NEED YOU NOW - Lady Antebellum,58,58
2011.07,HOW TO SAVE A LIFE - The Fray,58,58
2011.07,HIGHER - Creed,57,57
2011.07,USE SOMEBODY - Kings Of Leon,56,56
2011.07,I GOTTA FEELING - The Black Eyed Peas,54,54
2011.07,"HEY, SOUL SISTER - Train",51,51
2011.08,I'M YOURS - Jason Mraz,75,75
2011.08,BEFORE HE CHEATS - Carrie Underwood,64,64
2011.08,YOU AND ME - Lifehouse,59,59
2011.08,SMOOTH - Santana Featuring Rob Thomas,58,58
2011.08,NEED YOU NOW - Lady Antebellum,58,58
2011.08,HOW TO SAVE A LIFE - The Fray,58,58
2011.08,HIGHER - Creed,57,57
2011.08,USE SOMEBODY - Kings Of Leon,56,56
2011.08,I GOTTA FEELING - The Black Eyed Peas,54,54
2011.08,"HEY, SOUL SISTER - Train",51,51
2011.09,I'M YOURS - Jason Mraz,75,75
2011.09,BEFORE HE CHEATS - Carrie Underwood,64,64
2011.09,YOU AND ME - Lifehouse,59,59
2011.09,SMOOTH - Santana Featuring Rob Thomas,58,58
2011.09,NEED YOU NOW - Lady Antebellum,58,58
2011.09,HOW TO SAVE A LIFE - The Fray,58,58
2011.09,HIGHER - Creed,57,57
2011.09,USE SOMEBODY - Kings Of Leon,56,56
2011.09,I GOTTA FEELING - The Black Eyed Peas,54,54
2011.09,"HEY, SOUL SISTER - Train",51,51
2011.1,I'M YOURS - Jason Mraz,75,75
2011.1,BEFORE HE CHEATS - Carrie Underwood,64,64
2011.1,YOU AND ME - Lifehouse,59,59
2011.1,SMOOTH - Santana Featuring Rob Thomas,58,58
2011.1,NEED YOU NOW - Lady Antebellum,58,58
2011.1,HOW TO SAVE A LIFE - The Fray,58,58
2011.1,HIGHER - Creed,57,57
2011.1,USE SOMEBODY - Kings Of Leon,56,56
2011.1,I GOTTA FEELING - The Black Eyed Peas,54,54
2011.1,"HEY, SOUL SISTER - Train",51,51
2011.11,I'M YOURS - Jason Mraz,75,75
2011.11,BEFORE HE CHEATS - Carrie Underwood,64,64
2011.11,YOU AND ME - Lifehouse,59,59
2011.11,SMOOTH - Santana Featuring Rob Thomas,58,58
2011.11,NEED YOU NOW - Lady Antebellum,58,58
2011.11,HOW TO SAVE A LIFE - The Fray,58,58
2011.11,HIGHER - Creed,57,57
2011.11,USE SOMEBODY - Kings Of Leon,56,56
2011.11,I GOTTA FEELING - The Black Eyed Peas,54,54
2011.11,"HEY, SOUL SISTER - Train",51,51
2011.12,I'M YOURS - Jason Mraz,75,75
2011.12,BEFORE HE CHEATS - Carrie Underwood,64,64
2011.12,YOU AND ME - Lifehouse,59,59
2011.12,SMOOTH - Santana Featuring Rob Thomas,58,58
2011.12,NEED YOU NOW - Lady Antebellum,58,58
2011.12,HOW TO SAVE A LIFE - The Fray,58,58
2011.12,HIGHER - Creed,57,57
2011.12,USE SOMEBODY - Kings Of Leon,56,56
2011.12,I GOTTA FEELING - The Black Eyed Peas,54,54
2011.12,IF I DIE YOUNG - The Band Perry,52,52
2012.01,I'M YOURS - Jason Mraz,75,75
2012.01,BEFORE HE CHEATS - Carrie Underwood,64,64
2012.01,YOU AND ME - Lifehouse,59,59
2012.01,SMOOTH - Santana Featuring Rob Thomas,58,58
2012.01,NEED YOU NOW - Lady Antebellum,58,58
2012.01,HOW TO SAVE A LIFE - The Fray,58,58
2012.01,HIGHER - Creed,57,57
2012.01,USE SOMEBODY - Kings Of Leon,56,56
2012.01,I GOTTA FEELING - The Black Eyed Peas,54,54
2012.01,ROLLING IN THE DEEP - Adele,51,51
2012.02,I'M YOURS - Jason Mraz,75,75
2012.02,BEFORE HE CHEATS - Carrie Underwood,64,64
2012.02,YOU AND ME - Lifehouse,59,59
2012.02,SMOOTH - Santana Featuring Rob Thomas,58,58
2012.02,NEED YOU NOW - Lady Antebellum,58,58
2012.02,HOW TO SAVE A LIFE - The Fray,58,58
2012.02,HIGHER - Creed,57,57
2012.02,USE SOMEBODY - Kings Of Leon,56,56
2012.02,ROLLING IN THE DEEP - Adele,55,55
2012.02,I GOTTA FEELING - The Black Eyed Peas,54,54
2012.03,I'M YOURS - Jason Mraz,75,75
2012.03,BEFORE HE CHEATS - Carrie Underwood,64,64
2012.03,YOU AND ME - Lifehouse,59,59
2012.03,ROLLING IN THE DEEP - Adele,59,59
2012.03,SMOOTH - Santana Featuring Rob Thomas,58,58
2012.03,NEED YOU NOW - Lady Antebellum,58,58
2012.03,HOW TO SAVE A LIFE - The Fray,58,58
2012.03,HIGHER - Creed,57,57
2012.03,USE SOMEBODY - Kings Of Leon,56,56
2012.03,I GOTTA FEELING - The Black Eyed Peas,54,54
2012.04,I'M YOURS - Jason Mraz,75,75
2012.04,ROLLING IN THE DEEP - Adele,64,64
2012.04,BEFORE HE CHEATS - Carrie Underwood,64,64
2012.04,YOU AND ME - Lifehouse,59,59
2012.04,SMOOTH - Santana Featuring Rob Thomas,58,58
2012.04,NEED YOU NOW - Lady Antebellum,58,58
2012.04,HOW TO SAVE A LIFE - The Fray,58,58
2012.04,HIGHER - Creed,57,57
2012.04,USE SOMEBODY - Kings Of Leon,56,56
2012.04,PARTY ROCK ANTHEM - LMFAO Featuring Lauren Bennett & GoonRock,53,53
2012.05,I'M YOURS - Jason Mraz,75,75
2012.05,ROLLING IN THE DEEP - Adele,64,64
2012.05,BEFORE HE CHEATS - Carrie Underwood,64,64
2012.05,YOU AND ME - Lifehouse,59,59
2012.05,SMOOTH - Santana Featuring Rob Thomas,58,58
2012.05,NEED YOU NOW - Lady Antebellum,58,58
2012.05,HOW TO SAVE A LIFE - The Fray,58,58
2012.05,PARTY ROCK ANTHEM - LMFAO Featuring Lauren Bennett & GoonRock,57,57
2012.05,HIGHER - Creed,57,57
2012.05,USE SOMEBODY - Kings Of Leon,56,56
2012.06,I'M YOURS - Jason Mraz,75,75
2012.06,ROLLING IN THE DEEP - Adele,64,64
2012.06,BEFORE HE CHEATS - Carrie Underwood,64,64
2012.06,PARTY ROCK ANTHEM - LMFAO Featuring Lauren Bennett & GoonRock,61,61
2012.06,YOU AND ME - Lifehouse,59,59
2012.06,SMOOTH - Santana Featuring Rob Thomas,58,58
2012.06,NEED YOU NOW - Lady Antebellum,58,58
2012.06,HOW TO SAVE A LIFE - The Fray,58,58
2012.06,HIGHER - Creed,57,57
2012.06,USE SOMEBODY - Kings Of Leon,56,56
2012.07,I'M YOURS - Jason Mraz,75,75
2012.07,PARTY ROCK ANTHEM - LMFAO Featuring Lauren Bennett & GoonRock,66,66
2012.07,ROLLING IN THE DEEP - Adele,64,64
2012.07,BEFORE HE CHEATS - Carrie Underwood,64,64
2012.07,YOU AND ME - Lifehouse,59,59
2012.07,SMOOTH - Santana Featuring Rob Thomas,58,58
2012.07,NEED YOU NOW - Lady Antebellum,58,58
2012.07,HOW TO SAVE A LIFE - The Fray,58,58
2012.07,HIGHER - Creed,57,57
2012.07,USE SOMEBODY - Kings Of Leon,56,56
2012.08,I'M YOURS - Jason Mraz,75,75
2012.08,PARTY ROCK ANTHEM - LMFAO Featuring Lauren Bennett & GoonRock,66,66
2012.08,ROLLING IN THE DEEP - Adele,64,64
2012.08,BEFORE HE CHEATS - Carrie Underwood,64,64
2012.08,YOU AND ME - Lifehouse,59,59
2012.08,SMOOTH - Santana Featuring Rob Thomas,58,58
2012.08,NEED YOU NOW - Lady Antebellum,58,58
2012.08,HOW TO SAVE A LIFE - The Fray,58,58
2012.08,HIGHER - Creed,57,57
2012.08,USE SOMEBODY - Kings Of Leon,56,56
2012.09,I'M YOURS - Jason Mraz,75,75
2012.09,PARTY ROCK ANTHEM - LMFAO Featuring Lauren Bennett & GoonRock,66,66
2012.09,ROLLING IN THE DEEP - Adele,64,64
2012.09,BEFORE HE CHEATS - Carrie Underwood,64,64
2012.09,YOU AND ME - Lifehouse,59,59
2012.09,SMOOTH - Santana Featuring Rob Thomas,58,58
2012.09,NEED YOU NOW - Lady Antebellum,58,58
2012.09,HOW TO SAVE A LIFE - The Fray,58,58
2012.09,HIGHER - Creed,57,57
2012.09,USE SOMEBODY - Kings Of Leon,56,56
2012.1,I'M YOURS - Jason Mraz,75,75
2012.1,PARTY ROCK ANTHEM - LMFAO Featuring Lauren Bennett & GoonRock,66,66
2012.1,ROLLING IN THE DEEP - Adele,64,64
2012.1,BEFORE HE CHEATS - Carrie Underwood,64,64
2012.1,YOU AND ME - Lifehouse,59,59
2012.1,SMOOTH - Santana Featuring Rob Thomas,58,58
2012.1,NEED YOU NOW - Lady Antebellum,58,58
2012.1,HOW TO SAVE A LIFE - The Fray,58,58
2012.1,HIGHER - Creed,57,57
2012.1,USE SOMEBODY - Kings Of Leon,56,56
2012.11,I'M YOURS - Jason Mraz,75,75
2012.11,PARTY ROCK ANTHEM - LMFAO Featuring Lauren Bennett & GoonRock,66,66
2012.11,ROLLING IN THE DEEP - Adele,64,64
2012.11,BEFORE HE CHEATS - Carrie Underwood,64,64
2012.11,YOU AND ME - Lifehouse,59,59
2012.11,SMOOTH - Santana Featuring Rob Thomas,58,58
2012.11,NEED YOU NOW - Lady Antebellum,58,58
2012.11,HOW TO SAVE A LIFE - The Fray,58,58
2012.11,HIGHER - Creed,57,57
2012.11,USE SOMEBODY - Kings Of Leon,56,56
2012.12,I'M YOURS - Jason Mraz,75,75
2012.12,PARTY ROCK ANTHEM - LMFAO Featuring Lauren Bennett & GoonRock,66,66
2012.12,ROLLING IN THE DEEP - Adele,64,64
2012.12,BEFORE HE CHEATS - Carrie Underwood,64,64
2012.12,YOU AND ME - Lifehouse,59,59
2012.12,SMOOTH - Santana Featuring Rob Thomas,58,58
2012.12,NEED YOU NOW - Lady Antebellum,58,58
2012.12,HOW TO SAVE A LIFE - The Fray,58,58
2012.12,HIGHER - Creed,57,57
2012.12,USE SOMEBODY - Kings Of Leon,56,56
2013.01,I'M YOURS - Jason Mraz,75,75
2013.01,PARTY ROCK ANTHEM - LMFAO Featuring Lauren Bennett & GoonRock,66,66
2013.01,ROLLING IN THE DEEP - Adele,64,64
2013.01,BEFORE HE CHEATS - Carrie Underwood,64,64
2013.01,YOU AND ME - Lifehouse,59,59
2013.01,SMOOTH - Santana Featuring Rob Thomas,58,58
2013.01,NEED YOU NOW - Lady Antebellum,58,58
2013.01,HOW TO SAVE A LIFE - The Fray,58,58
