index,_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri,_danceability,_energy,_key,_loudness,_mode,_speechiness,_acousticness,_instrumentalness,_liveness,_valence,_tempo,_duration_ms,_time_signature,_chorus_hit,_sections,_target,year,id,keywords
877,2002-11-30,Miss You,Aaliyah,3,30,"['contemporary r&b', 'death by plane crash', 'hip hop', 'hip hop rnb and dance hall', 'neo soul', 'neo-soul', 'pop', 'pop rap', 'pop soul', 'r&b', 'rock', 'soul']",Miss You,spotify:track:0tr492xughUjNeqSDDD5nK,0.678,0.338,10,-9.899,1,0.0319,0.655,0,0.215,0.502,109.888,245227,4,Unknown,Unknown,Unknown,2002,Miss_You_by_Aaliyah,"contemporary r&b, death by plane crash, hip hop, hip hop rnb and dance hall, neo soul, neo-soul, pop, pop rap, pop soul, r&b, rock, soul"
878,2002-11-30,Satisfaction,Eve,27,16,"['hip hop', 'hip hop rnb and dance hall', 'r&b']",Satisfaction,spotify:track:0klzutEUO6IX3QSmtRDFrq,0.843,0.553,11.0,-3.198,0.0,0.437,0.236,0.0,0.0523,0.63,93.383,258733.0,4.0,26.42267,11.0,1.0,2002,Satisfaction_by_Eve,"hip hop, hip hop rnb and dance hall, r&b"
879,2002-11-30,"Bump, Bump, Bump",B2K & P. Diddy,1,22,"['contemporary r&b', 'east coast hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'pop', 'pop rap', 'rap rock', 'southern hip hop']","Bump, Bump, Bump",spotify:track:74jMwg2zsFMICzW3Wems6h,0.833,0.681,1.0,-6.028,0.0,0.215,0.0956,0.0,0.0414,0.887,95.48,282533.0,4.0,23.11831,10.0,1.0,2002,Bump_Bump_Bump_by_B2K_P_Diddy,"contemporary r&b, east coast hip hop, hip hop, hip hop rnb and dance hall, hip-hop, pop, pop rap, rap rock, southern hip hop"
880,2002-11-30,A Lot Of Things Different,Kenny Chesney,55,15,"['contemporary country', 'country', 'country pop', 'singer/songwriter']",A Lot Of Things Different,spotify:track:1Hy3tvcg6l5o4codLnOC8f,0.589,0.279,2.0,-13.693,1.0,0.0285,0.129,0.0192,0.149,0.212,74.847,283867.0,4.0,40.36919,15.0,1.0,2002,A_Lot_Of_Things_Different_by_Kenny_Chesney,"contemporary country, country, country pop, singer/songwriter"
881,2002-11-30,Wanksta,50 Cent,13,20,"['2008 universal fire victim', 'criminal', 'east coast hip hop', 'english', 'gangsta rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'hip-hop/rap', 'pop rap', 'rap', 'relic inn']",Wanksta,spotify:track:6rpNe6gSkmiYW6BfSFATi5,0.806,0.867,1.0,-3.538,1.0,0.157,0.02,0.0,0.131,0.904,81.033,219400.0,4.0,29.10741,10.0,1.0,2002,Wanksta_by_50_Cent,"2008 universal fire victim, criminal, east coast hip hop, english, gangsta rap, gangster rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, hip-hop/rap, pop rap, rap, relic inn"
882,2002-12-07,Thugz Mansion,2Pac,19,20,"['2 pac', '2008 universal fire victim', 'above the rim', 'american', 'conscious hip hop', 'death by gun', 'death by murder', 'eastcoast killa', 'g-funk', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'political hip hop', 'pop rap', 'temor a la muerte', 'unil the end of time', 'west coast hip hop', 'west coast hip-hop']",Thugz Mansion,spotify:track:3eBBbAEBQdr6tkUUd8gyuQ,0.703,0.639,5.0,-6.183,0.0,0.281,0.299,0.0,0.139,0.893,87.908,247600.0,4.0,26.16902,10.0,1.0,2002,Thugz_Mansion_by_2Pac,"2 pac, 2008 universal fire victim, above the rim, american, conscious hip hop, death by gun, death by murder, eastcoast killa, g-funk, gangsta rap, hip hop, hip hop rnb and dance hall, hip-hop, political hip hop, pop rap, temor a la muerte, unil the end of time, west coast hip hop, west coast hip-hop"
883,2002-12-07,Every River,Brooks & Dunn,75,5,"['contemporary country', 'country']",Every River,spotify:track:7hAUQNn3k9QZFjtqnWzq8b,0.553,0.903,6.0,-6.131,1.0,0.0807,0.132,0.000716,0.422,0.312,124.984,209027.0,4.0,40.2643,8.0,1.0,2002,Every_River_by_Brooks_Dunn,"contemporary country, country"
884,2002-12-07,The Baby,Blake Shelton,28,20,"['american', 'bro-country', 'contemporary country', 'country', 'country pop']",The Baby,spotify:track:3ABB9ZDbKhAH5iBYp4bE4x,0.502,0.533,4.0,-6.983,1.0,0.0263,0.312,0.0,0.277,0.281,86.406,234733.0,4.0,31.91334,12.0,1.0,2002,The_Baby_by_Blake_Shelton,"american, bro-country, contemporary country, country, country pop"
885,2002-12-07,I'm With You,Avril Lavigne,4,27,"['743219675026', 'alternative rock', 'bubblegum punk', 'dance-pop', 'electropop', 'indie rock', 'mall punk', 'pop', 'pop and chart', 'pop punk', 'pop rock', 'pop/rock', 'post-grunge', 'punk', 'punk rock', 'rock', 'soft rock', 'teen pop', 'teen punk']",I'm With You,spotify:track:1jlG3KJ3gdYmhfuySFfpO1,0.457,0.406,9.0,-7.462,1.0,0.0291,0.08,0.0,0.117,0.208,151.95,223067.0,3.0,35.4642,11.0,1.0,2002,I_m_With_You_by_Avril_Lavigne,"743219675026, alternative rock, bubblegum punk, dance-pop, electropop, indie rock, mall punk, pop, pop and chart, pop punk, pop rock, pop/rock, post-grunge, punk, punk rock, rock, soft rock, teen pop, teen punk"
886,2002-12-07,Talkin' To Me,Amerie,51,15,"['clean up', 'pop and chart', 'soul']",Talkin' To Me,spotify:track:72Oh7sKJUEINkQnoPO4kHS,0.744,0.406,8.0,-6.378,0.0,0.0722,0.113,0.0,0.0316,0.725,89.942,234707.0,4.0,24.82177,11.0,1.0,2002,Talkin_To_Me_by_Amerie,"clean up, pop and chart, soul"
887,2002-12-07,I Should Be...,Dru Hill,25,17,Unknown,I Should Be...,spotify:track:7qZWCIgHBgjyuUBOnGnD9k,0.589,0.749,1.0,-3.931,0.0,0.0593,0.199,0.0,0.204,0.48,121.953,297627.0,4.0,30.21569,13.0,1.0,2002,I_Should_Be_by_Dru_Hill,Unknown
888,2002-12-07,These Are The Days,O-Town,64,5,Unknown,These Are The Days,spotify:track:4Mem5PZWPaqQ7X1bGysNxl,0.598,0.627,9.0,-6.323,1.0,0.038,0.000968,0.0,0.0626,0.432,119.991,263933.0,4.0,37.07733,11.0,1.0,2002,These_Are_The_Days_by_O_Town,Unknown
889,2002-12-14,Paradise,LL Cool J Featuring Amerie,36,15,"['boom bap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'rock and indie']",Paradise,spotify:track:7GQ73yzTu4sXD96Y5rRCEv,0.787,0.648,0,-7.792,0,0.0426,0.0611,2.36e-06,0.247,0.754,97.91,247432,4,Unknown,Unknown,Unknown,2002,Paradise_by_LL_Cool_J_Featuring_Amerie,"boom bap, east coast hip hop, hardcore hip hop, hip hop, pop rap, rap, rock and indie"
890,2002-12-14,Sick Of Being Lonely,Field Mob,18,20,['hip hop'],Sick Of Being Lonely,spotify:track:0rBzABScu9c6D1Juislm2z,0.692,0.921,8.0,-4.853,1.0,0.105,0.0016,2.05e-05,0.299,0.856,173.837,229160.0,4.0,40.9831,13.0,1.0,2002,Sick_Of_Being_Lonely_by_Field_Mob,hip hop
891,2002-12-14,Come Into My World,Kylie Minogue,91,8,"['australia', 'australian', 'chamber pop', 'dance-pop', 'death metal', 'electronic', 'electropop', 'eurodance', 'europop', 'hi-nrg', 'house', 'neighbours', 'nu disco', 'pop', 'pop and chart', 'soul', 'synth-pop']",Come Into My World,spotify:track:39DW02MW41A8bBIxH7nT1V,0.603,0.835,3.0,-7.303,0.0,0.0282,0.0294,0.149,0.0906,0.822,124.994,246867.0,4.0,27.95767,11.0,1.0,2002,Come_Into_My_World_by_Kylie_Minogue,"australia, australian, chamber pop, dance-pop, death metal, electronic, electropop, eurodance, europop, hi-nrg, house, neighbours, nu disco, pop, pop and chart, soul, synth-pop"
892,2002-12-14,Lifestyles Of The Rich And Famous,Good Charlotte,20,20,"['pop and chart', 'pop punk']",Lifestyles Of The Rich And Famous,spotify:track:2g2a5kDeZexbUTD8abcvm6,0.62,0.93,1.0,-3.685,1.0,0.0374,0.00043,0.0,0.0686,0.609,106.22,190173.0,4.0,18.98864,7.0,1.0,2002,Lifestyles_Of_The_Rich_And_Famous_by_Good_Charlotte,"pop and chart, pop punk"
893,2002-12-14,Always,Saliva,51,20,"['alternative metal', 'alternative rock', 'nu metal', 'rap metal']",Always,spotify:track:7kpa6MWRrPaF3b6C0DgioK,0.363,0.906,1.0,-4.415,1.0,0.0615,0.0122,0.0,0.172,0.371,181.964,231200.0,4.0,54.83739,9.0,1.0,2002,Always_by_Saliva,"alternative metal, alternative rock, nu metal, rap metal"
894,2002-12-21,Cry Me A River,Justin Timberlake,3,20,"['boogie', 'contemporary r&b', 'dance-pop', 'disco', 'electropop', 'neo soul', 'pop', 'pop and chart', 'r&b', 'synth funk']",Cry Me A River,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,0.624,0.653,8.0,-6.582,0.0,0.176,0.575,0.0,0.104,0.565,73.884,288333.0,4.0,24.66474,14.0,1.0,2002,Cry_Me_A_River_by_Justin_Timberlake,"boogie, contemporary r&b, dance-pop, disco, electropop, neo soul, pop, pop and chart, r&b, synth funk"
895,2002-12-21,Thug Holiday,Trick Daddy Featuring LaTocha Scott,87,9,Unknown,Thug Holiday,spotify:track:10TfdwQqSz1DzJirOAcqZI,0.767,0.654,1.0,-9.088,0.0,0.289,0.372,0.0,0.147,0.546,138.062,294067.0,4.0,26.58424,13.0,1.0,2002,Thug_Holiday_by_Trick_Daddy_Featuring_LaTocha_Scott,Unknown
896,2002-12-21,Come Close To Me,Common Featuring Mary J. Blige,65,15,"['2008 universal fire victim', 'adult contemporary', 'contemporary r&b', 'dance-pop', 'hip hop', 'hip hop rnb and dance hall', 'neo-soul', 'new jack swing', 'r&b', 'soul', 'uk bass']",Come Close To Me,spotify:track:27nYhDKmTYtUmt9uOqVzpz,0.734,0.463,1,-9.375,1,0.197,0.0924,0.000109,0.111,0.651,86.711,276000,4,Unknown,Unknown,Unknown,2002,Come_Close_To_Me_by_Common_Featuring_Mary_J_Blige,"2008 universal fire victim, adult contemporary, contemporary r&b, dance-pop, hip hop, hip hop rnb and dance hall, neo-soul, new jack swing, r&b, soul, uk bass"
897,2002-12-21,Made You Look,Nas,32,13,"['boom bap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hiphop', 'relic inn', 'the lost prophecy', 'us']",Made You Look,spotify:track:3qRPc4QpHGNwKFAzCdqwxA,0.658,0.936,5.0,-5.105,0.0,0.3,0.172,0.0,0.321,0.711,95.439,203000.0,4.0,22.97479,11.0,1.0,2002,Made_You_Look_by_Nas,"boom bap, east coast hip hop, hardcore hip hop, hip hop, hip hop rnb and dance hall, hiphop, relic inn, the lost prophecy, us"
898,2002-12-28,All I Have,Jennifer Lopez Featuring LL Cool J,1,21,"['contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electronic', 'latin', 'latin pop', 'pop', 'pop and chart', 'pop rap', 'reggaeton']",All I Have,spotify:track:3kgutGd839IOYRl6ekeq6V,0.699,0.668,1.0,-5.305,1.0,0.106,0.265,0.0,0.141,0.472,83.074,254467.0,4.0,30.87667,14.0,1.0,2002,All_I_Have_by_Jennifer_Lopez_Featuring_LL_Cool_J,"contemporary r&b, dance, dance-pop, electro house, electronic, latin, latin pop, pop, pop and chart, pop rap, reggaeton"
899,2002-12-28,No One Knows,Queens Of The Stone Age,51,20,"['alternative rock', 'alternative/stoner-rock', 'american', 'desert rock', 'hard rock', 'rock', 'rock and indie', 'stoner metal', 'stoner rock']",No One Knows,spotify:track:6NvRxjfYkkT2SpirAlmsjH,0.511,0.581,0.0,-4.93,1.0,0.0581,0.031,0.000171,0.367,0.668,170.852,278707.0,4.0,71.13102,10.0,1.0,2002,No_One_Knows_by_Queens_Of_The_Stone_Age,"alternative rock, alternative/stoner-rock, american, desert rock, hard rock, rock, rock and indie, stoner metal, stoner rock"
900,2002-12-28,Through The Rain,Mariah Carey,81,9,"['adult contemporary', 'american', 'christmas music', 'contemporary r&b', 'dance-pop', 'english', 'girl', 'pop', 'pop and chart', 'pop soul', 'r&b', 'rnb', 'soul', 'whistle register']",Through The Rain,spotify:track:0mvtBgpiAg6fPg7ec7lxE9,0.508,0.318,8.0,-9.911,1.0,0.0365,0.759,0.0,0.184,0.141,122.04,288640.0,4.0,61.52741,10.0,1.0,2002,Through_The_Rain_by_Mariah_Carey,"adult contemporary, american, christmas music, contemporary r&b, dance-pop, english, girl, pop, pop and chart, pop soul, r&b, rnb, soul, whistle register"
901,2002-12-28,Breathe,Telepopmusik,78,10,"['downtempo', 'electronic']",Breathe,spotify:track:0uKrhHBDUQ4w5fv4qwOubP,0.684,0.684,1,-13.337,1,0.0418,0.385,0.29,0.106,0.616,113.988,282240,4,Unknown,Unknown,Unknown,2002,Breathe_by_Telepopmusik,"downtempo, electronic"
902,2002-12-28,Gossip Folks,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",8,20,"['contemporary r&b', 'hip hop', 'hip hop rnb and dance hall', 'hip house', 'pop rap', 'southern hip hop']",Gossip Folks,spotify:track:75DjPjiIp2fvJDjtt41Jfs,0.707,0.538,0.0,-5.264,1.0,0.505,0.362,0.0,0.317,0.439,121.732,234893.0,4.0,17.73452,14.0,1.0,2002,Gossip_Folks_by_Missy_Misdemeanor_Elliott_Featuring_Ludacris,"contemporary r&b, hip hop, hip hop rnb and dance hall, hip house, pop rap, southern hip hop"
903,2002-12-28,Mesmerize,Ja Rule Featuring Ashanti,2,20,"['east coast hip hop', 'gangsta rap', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'pop rap']",Mesmerize,spotify:track:2iclfHORMqpR3TxuhwVRhD,0.764,0.648,1.0,-6.639,1.0,0.206,0.0563,0.0,0.414,0.391,90.1,278720.0,4.0,21.68794,13.0,1.0,2002,Mesmerize_by_Ja_Rule_Featuring_Ashanti,"east coast hip hop, gangsta rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, pop rap"
904,2002-12-28,You Can't Hide Beautiful,Aaron Lines,38,17,Unknown,You Can't Hide Beautiful,spotify:track:0RZcHTeLsymGyBd3hDarCm,0.448,0.572,5.0,-9.351,1.0,0.0292,0.186,0.0,0.151,0.303,157.979,230800.0,4.0,35.25908,10.0,1.0,2002,You_Can_t_Hide_Beautiful_by_Aaron_Lines,Unknown
905,2002-12-28,Fine Again,Seether,61,20,"['alternative_metal', 'hard rock', 'post-grunge', 'rock']",Fine Again,spotify:track:4eTIe5eqds88bA9ua6p5p6,0.442,0.855,6.0,-2.985,0.0,0.0288,0.00049,0.0137,0.273,0.363,175.543,243640.0,4.0,33.37449,10.0,1.0,2002,Fine_Again_by_Seether,"alternative_metal, hard rock, post-grunge, rock"
906,2003-01-04,Man To Man,Gary Allan,25,20,"['2008 universal fire victim', 'contemporary country', 'country', 'country rock']",Man To Man,spotify:track:38fsEI7slIZAAFc4E1JEo0,0.578,0.779,10.0,-8.908,1.0,0.0384,0.00479,6.47e-06,0.284,0.695,111.653,220960.0,4.0,26.68982,8.0,1.0,2003,Man_To_Man_by_Gary_Allan,"2008 universal fire victim, contemporary country, country, country rock"
907,2003-01-04,All The Things She Said,t.A.T.u.,20,20,"['2008 universal fire victim', 'alternative rock', 'dance', 'dance-pop', 'electronic', 'electronica', 'european', 'marketing lebsians', 'n2', 'pop', 'pop and chart', 'pop rock', 'rock', 'russian', 'russian techno']",All The Things She Said,spotify:track:4bJygwUKrRgq1stlNXcgMg,0.603,0.834,5.0,-5.766,0.0,0.0417,0.0411,0.00609,0.105,0.376,89.956,214440.0,4.0,33.40927,7.0,1.0,2003,All_The_Things_She_Said_by_t_A_T_u,"2008 universal fire victim, alternative rock, dance, dance-pop, electronic, electronica, european, marketing lebsians, n2, pop, pop and chart, pop rock, rock, russian, russian techno"
908,2003-01-04,Blowin' Me Up (With Her Love),JC Chasez,35,17,Unknown,Blowin' Me Up (With Her Love),spotify:track:5nOMJVZ4rsY5PpYiKD15BS,0.785,0.783,2.0,-3.982,1.0,0.187,0.00877,0.00454,0.072,0.592,98.132,290200.0,4.0,29.59849,10.0,1.0,2003,Blowin_Me_Up_With_Her_Love_by_JC_Chasez,Unknown
909,2003-01-04,Tell Me (What's Goin' On),Smilez & Southstar,28,16,Unknown,Tell Me (What's Goin' On),spotify:track:6u5RRbQG771dMPz4fW1E9z,0.609,0.787,11,-10.182,0,0.223,0.209,0,0.159,0.518,176.264,256413,4,Unknown,Unknown,Unknown,2003,Tell_Me_What_s_Goin_On_by_Smilez_Southstar,Unknown
910,2003-01-04,How You Gonna Act Like That,Tyrese,7,25,['rnb'],How You Gonna Act Like That,spotify:track:3OUApyz3jDB3syGUNGqB1d,0.733,0.521,3.0,-3.657,0.0,0.0457,0.107,0.0,0.0692,0.525,112.913,294693.0,4.0,44.76295,14.0,1.0,2003,How_You_Gonna_Act_Like_That_by_Tyrese,rnb
911,2003-01-11,B R Right,Trina Featuring Ludacris,83,14,"['american', 'dirty south', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'pop rap', 'rap', 'southern hip hop', 'trap rap']",B R Right,spotify:track:7iKXO3oCFiiZRniwAJaGa4,0.702,0.78,9.0,-5.379,1.0,0.168,0.0956,0.0,0.105,0.375,135.991,261987.0,4.0,22.27931,10.0,1.0,2003,B_R_Right_by_Trina_Featuring_Ludacris,"american, dirty south, hip hop, hip hop rnb and dance hall, hip-hop, pop rap, rap, southern hip hop, trap rap"
912,2003-01-11,No Letting Go,Wayne Wonder,11,31,['rock and indie'],No Letting Go,spotify:track:5dWfl2PBpKHpBVdz95wxK1,0.495,0.819,5.0,-5.656,0.0,0.0444,0.0479,0.000215,0.177,0.318,100.213,202013.0,4.0,39.11311,7.0,1.0,2003,No_Letting_Go_by_Wayne_Wonder,rock and indie
913,2003-01-11,In Da Club,50 Cent,1,30,"['2008 universal fire victim', 'criminal', 'east coast hip hop', 'english', 'gangsta rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'hip-hop/rap', 'pop rap', 'rap', 'relic inn']",In Da Club,spotify:track:4RY96Asd9IefaL3X4LOLZ8,0.902,0.72,6.0,-2.776,0.0,0.347,0.26,0.0,0.0749,0.805,90.059,193467.0,4.0,42.23382,10.0,1.0,2003,In_Da_Club_by_50_Cent,"2008 universal fire victim, criminal, east coast hip hop, english, gangsta rap, gangster rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, hip-hop/rap, pop rap, rap, relic inn"
914,2003-01-18,Beautiful Goodbye,Jennifer Hanson,76,10,Unknown,Beautiful Goodbye,spotify:track:5RUDbG8eDCHatEOo8Cu3t8,0.623,0.878,2.0,-3.662,1.0,0.0372,0.146,0.00191,0.137,0.608,113.225,258360.0,4.0,48.1559,11.0,1.0,2003,Beautiful_Goodbye_by_Jennifer_Hanson,Unknown
915,2003-01-18,I Wish You'd Stay,Brad Paisley,57,10,"['contemporary country', 'country', 'country pop', 'country rock']",I Wish You'd Stay,spotify:track:1Jhm8RRMQSTYX9ZaOMeUk8,0.472,0.29,7.0,-10.238,1.0,0.0257,0.286,7.22e-05,0.287,0.0906,93.694,377867.0,4.0,42.77954,15.0,1.0,2003,I_Wish_You_d_Stay_by_Brad_Paisley,"contemporary country, country, country pop, country rock"
916,2003-01-25,Take You Home,Angie Martinez Featuring Kelis,85,5,"['contemporary r&b', 'electro house', 'electropop', 'neo-soul', 'pop', 'pop rap', 'r&b', 'rock and indie', 'soul', 'vocalist']",Take You Home,spotify:track:76HwNiaQIPdiKkPr9rIblr,0.595,0.639,7.0,-3.159,1.0,0.275,0.0663,0.0,0.0588,0.7,95.912,233227.0,4.0,38.60455,11.0,1.0,2003,Take_You_Home_by_Angie_Martinez_Featuring_Kelis,"contemporary r&b, electro house, electropop, neo-soul, pop, pop rap, r&b, rock and indie, soul, vocalist"
917,2003-01-25,Brokenheartsville,Joe Nichols,27,20,"['contemporary country', 'country', 'neo-traditionalist country']",Brokenheartsville,spotify:track:0WB48shl2wAH4KqyQkQ8nJ,0.686,0.631,10.0,-5.182,1.0,0.0232,0.126,0.000183,0.107,0.509,103.953,230360.0,4.0,46.92623,11.0,1.0,2003,Brokenheartsville_by_Joe_Nichols,"contemporary country, country, neo-traditionalist country"
918,2003-01-25,Unusually Unusual,Lonestar,66,5,"['contemporary country', 'country', 'country pop', 'country rock', 'pop', 'pop rock']",Unusually Unusual,spotify:track:2cTDAjspaQQ7NLyEGZ6JT8,0.582,0.766,10.0,-6.972,1.0,0.0398,0.0538,0.0,0.0794,0.548,147.338,215867.0,4.0,27.95424,7.0,1.0,2003,Unusually_Unusual_by_Lonestar,"contemporary country, country, country pop, country rock, pop, pop rock"
919,2003-02-01,Can't Stop Loving You,Phil Collins,76,20,"['adult contemporary', 'blue-eyed soul', 'british', 'classic pop and rock', 'english', 'jazz', 'phil collins hits cd2', 'pop', 'pop rock', 'pop soul', 'progressive rock', 'rock', 'soft rock', 'uk']",Can't Stop Loving You,spotify:track:2W6PNGCN4PGwPMf1jYazL4,0.604,0.778,0.0,-5.686,1.0,0.0259,0.00726,1.33e-05,0.114,0.419,100.155,256453.0,4.0,30.19975,12.0,1.0,2003,Can_t_Stop_Loving_You_by_Phil_Collins,"adult contemporary, blue-eyed soul, british, classic pop and rock, english, jazz, phil collins hits cd2, pop, pop rock, pop soul, progressive rock, rock, soft rock, uk"
920,2003-02-01,Superman,Eminem,15,16,"['2008 universal fire victim', '8 mile', 'american', 'boom bap', 'comedy rap', 'detroit', 'detroit hip hop', 'detroit hip-hop', 'eminem', 'english', 'gangsta rap', 'hardcore hip hop', 'hip hop', 'hip-hop', 'hiphop', 'horrorcore', 'kun', 'midwest hip hop', 'midwest hip-hop', 'pop and chart', 'pop rap', 'rap', 'rapper', 'relic inn', 'turkish', 'us', 'v']",Superman,spotify:track:4woTEX1wYOTGDqNXuavlRC,0.802,0.755,4.0,-3.138,0.0,0.0564,0.0215,0.0,0.295,0.58,130.027,350320.0,4.0,43.91581,18.0,1.0,2003,Superman_by_Eminem,"2008 universal fire victim, 8 mile, american, boom bap, comedy rap, detroit, detroit hip hop, detroit hip-hop, eminem, english, gangsta rap, hardcore hip hop, hip hop, hip-hop, hiphop, horrorcore, kun, midwest hip hop, midwest hip-hop, pop and chart, pop rap, rap, rapper, relic inn, turkish, us, v"
921,2003-02-01,Angel,Amanda Perez,20,20,Unknown,Angel,spotify:track:7DSfv2r0Km90N97qlRTxou,0.631,0.496,9.0,-8.279,0.0,0.0598,0.428,1.01e-06,0.107,0.365,143.735,217627.0,4.0,39.86737,11.0,1.0,2003,Angel_by_Amanda_Perez,Unknown
922,2003-02-01,Clocks,Coldplay,29,22,"['alternative rock', 'ambient pop', 'britannique', 'british', 'britpop', 'chapel', 'english', 'parlophone', 'piano pop', 'piano rock', 'pop', 'pop rock', 'pop/rock', 'post-britpop', 'rock', 'rock and indie', 'uk']",Clocks,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,0.577,0.749,5.0,-7.215,0.0,0.0279,0.599,0.0112,0.183,0.261,130.969,307880.0,4.0,30.67225,13.0,1.0,2003,Clocks_by_Coldplay,"alternative rock, ambient pop, britannique, british, britpop, chapel, english, parlophone, piano pop, piano rock, pop, pop rock, pop/rock, post-britpop, rock, rock and indie, uk"
923,2003-02-01,Travelin' Soldier,Dixie Chicks,25,10,"['alternative country', 'bluegrass', 'contemporary country', 'country', 'country pop', 'folk', 'pop rock', 'traditional country']",Travelin' Soldier,spotify:track:4NVS8Q502FVfuMQXNK2I7t,0.565,0.323,9.0,-8.837,1.0,0.0273,0.634,0.0,0.214,0.501,145.904,342427.0,4.0,57.1785,16.0,1.0,2003,Travelin_Soldier_by_Dixie_Chicks,"alternative country, bluegrass, contemporary country, country, country pop, folk, pop rock, traditional country"
924,2003-02-01,Up!,Shania Twain,63,10,"['adult contemporary', 'canadian', 'contemporary country', 'country', 'country pop', 'country rock', 'country-rock', 'dance-pop', 'pop', 'pop rock', 'rock']",Up!,spotify:track:5oqiovQufNFDhA2PpvsaCF,0.657,0.755,5.0,-4.067,1.0,0.0374,0.0143,0.0,0.556,0.707,125.974,172973.0,4.0,33.32395,7.0,1.0,2003,Up_by_Shania_Twain,"adult contemporary, canadian, contemporary country, country, country pop, country rock, country-rock, dance-pop, pop, pop rock, rock"
925,2003-02-08,X Gon' Give It To Ya,DMX,46,17,"['american', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'horrorcore', 'http://www.allmusic.com/album/flesh-of-my-flesh-blood-of-my-blood-mw0000046117', 'performance name']",X Gon' Give It To Ya,spotify:track:1zzxoZVylsna2BQB65Ppcb,0.761,0.899,10.0,-3.09,0.0,0.183,0.0135,0.0,0.0719,0.673,95.027,217587.0,4.0,86.71927,6.0,1.0,2003,X_Gon_Give_It_To_Ya_by_DMX,"american, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, horrorcore, http://www.allmusic.com/album/flesh-of-my-flesh-blood-of-my-blood-mw0000046117, performance name"
926,2003-02-08,What We Do,Freeway Featuring Jay-Z & Beanie Sigel,97,2,['hip hop'],What We Do,spotify:track:5kDkWHFx0AEvJ1Pfm2i0ac,0.569,0.894,9,-4.931,0,0.318,0.00715,0,0.158,0.293,188.892,229107,4,Unknown,Unknown,Unknown,2003,What_We_Do_by_Freeway_Featuring_Jay_Z_Beanie_Sigel,hip hop
927,2003-02-08,The Jump Off,Lil' Kim Featuring Mr. Cheeks,17,20,"['hip hop', 'hip hop rnb and dance hall']",The Jump Off,spotify:track:6UZS3KgNc0NF13bbtQTzD6,0.837,0.736,10.0,-8.367,0.0,0.378,0.225,0.0,0.0549,0.905,104.907,234093.0,4.0,35.8502,11.0,1.0,2003,The_Jump_Off_by_Lil_Kim_Featuring_Mr_Cheeks,"hip hop, hip hop rnb and dance hall"
928,2003-02-08,Can't Stop,Red Hot Chili Peppers,57,20,"['00s', '10s', '80s', '90s', 'alternative', 'alternative rock', 'american', 'crossover', 'dvd', 'funk', 'funk metal', 'funk rock', 'funk rock tributo', 'metal', 'pop and chart', 'pop rock', 'rap', 'rap rock', 'rock', 'usa']",Can't Stop,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,0.618,0.938,9.0,-3.442,1.0,0.0456,0.0179,0.0,0.167,0.875,91.455,269000.0,4.0,34.77404,13.0,1.0,2003,Can_t_Stop_by_Red_Hot_Chili_Peppers,"00s, 10s, 80s, 90s, alternative, alternative rock, american, crossover, dvd, funk, funk metal, funk rock, funk rock tributo, metal, pop and chart, pop rock, rap, rap rock, rock, usa"
929,2003-02-08,Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,6,20,"['2008 universal fire victim', 'american', 'criminal', 'g-funk', 'gangsta rap', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'reggae', 'relic inn', 'west coast hip hop', 'west coast hip-hop']",Beautiful,spotify:track:0so6VqkaLySgrmUeqF0epv,0.904,0.693,11.0,-6.238,0.0,0.13,0.257,0.0,0.0734,0.963,101.01,298133.0,4.0,36.8958,12.0,1.0,2003,Beautiful_by_Snoop_Dogg_Featuring_Pharrell_Uncle_Charlie_Wilson,"2008 universal fire victim, american, criminal, g-funk, gangsta rap, hip hop, hip hop rnb and dance hall, hip-hop, reggae, relic inn, west coast hip hop, west coast hip-hop"
